E(V)	i(A/cm²)	T(s)
3.23503E+00	-4.75849E-01	0.00000
3.23477E+00	-4.75837E-01	1.00000
3.23425E+00	-4.80736E-01	2.00000
3.23377E+00	-4.83973E-01	3.00000
3.23328E+00	-4.89117E-01	4.00000
3.23276E+00	-4.95983E-01	5.00000
3.23227E+00	-5.01146E-01	6.00000
3.23180E+00	-5.06137E-01	7.00000
3.23128E+00	-5.13694E-01	8.00000
3.23077E+00	-5.20942E-01	9.00000
3.23030E+00	-5.26076E-01	10.00000
3.22980E+00	-5.32955E-01	11.00000
3.22928E+00	-5.41261E-01	12.00000
3.22879E+00	-5.47896E-01	13.00000
3.22832E+00	-5.53248E-01	14.00000
3.22780E+00	-5.61174E-01	15.00000
3.22728E+00	-5.69845E-01	16.00000
3.22680E+00	-5.75652E-01	17.00000
3.22631E+00	-5.81838E-01	18.00000
3.22580E+00	-5.90004E-01	19.00000
3.22529E+00	-5.97580E-01	20.00000
3.22481E+00	-6.03314E-01	21.00000
3.22430E+00	-6.10508E-01	22.00000
3.22378E+00	-6.18737E-01	23.00000
3.22329E+00	-6.24990E-01	24.00000
3.22282E+00	-6.30090E-01	25.00000
3.22231E+00	-6.37530E-01	26.00000
3.22178E+00	-6.45623E-01	27.00000
3.22130E+00	-6.51185E-01	28.00000
3.22081E+00	-6.57273E-01	29.00000
3.22030E+00	-6.65110E-01	30.00000
3.21980E+00	-6.71525E-01	31.00000
3.21933E+00	-6.76080E-01	32.00000
3.21883E+00	-6.83040E-01	33.00000
3.21830E+00	-6.90667E-01	34.00000
3.21782E+00	-6.96112E-01	35.00000
3.21733E+00	-7.01464E-01	36.00000
3.21682E+00	-7.08372E-01	37.00000
3.21631E+00	-7.14853E-01	38.00000
3.21584E+00	-7.19235E-01	39.00000
3.21534E+00	-7.25423E-01	40.00000
3.21481E+00	-7.33111E-01	41.00000
3.21432E+00	-7.38721E-01	42.00000
3.21384E+00	-7.43042E-01	43.00000
3.21334E+00	-7.49174E-01	44.00000
3.21281E+00	-7.56047E-01	45.00000
3.21233E+00	-7.60667E-01	46.00000
3.21186E+00	-7.64913E-01	47.00000
3.21135E+00	-7.71125E-01	48.00000
3.21084E+00	-7.77087E-01	49.00000
3.21037E+00	-7.80930E-01	50.00000
3.20986E+00	-7.86627E-01	51.00000
3.20933E+00	-7.93634E-01	52.00000
3.20883E+00	-7.98287E-01	53.00000
3.20836E+00	-8.02129E-01	54.00000
3.20785E+00	-8.08297E-01	55.00000
3.20733E+00	-8.14615E-01	56.00000
3.20686E+00	-8.18560E-01	57.00000
3.20636E+00	-8.23249E-01	58.00000
3.20585E+00	-8.28946E-01	59.00000
3.20536E+00	-8.33667E-01	60.00000
3.20488E+00	-8.37374E-01	61.00000
3.20437E+00	-8.42820E-01	62.00000
3.20385E+00	-8.48751E-01	63.00000
3.20337E+00	-8.52565E-01	64.00000
3.20289E+00	-8.56475E-01	65.00000
