E(V)	i(A/cm²)	T(s)
3.25568E+00	-4.94066E-01	0.00000
3.25547E+00	-4.90059E-01	1.00000
3.25495E+00	-4.94950E-01	2.00000
3.25447E+00	-4.95550E-01	3.00000
3.25397E+00	-4.99228E-01	4.00000
3.25345E+00	-5.04964E-01	5.00000
3.25296E+00	-5.09128E-01	6.00000
3.25248E+00	-5.13212E-01	7.00000
3.25197E+00	-5.19872E-01	8.00000
3.25146E+00	-5.26646E-01	9.00000
3.25098E+00	-5.31264E-01	10.00000
3.25049E+00	-5.37185E-01	11.00000
3.24998E+00	-5.44743E-01	12.00000
3.24948E+00	-5.51094E-01	13.00000
3.24900E+00	-5.56258E-01	14.00000
3.24850E+00	-5.63281E-01	15.00000
3.24798E+00	-5.71378E-01	16.00000
3.24750E+00	-5.77097E-01	17.00000
3.24702E+00	-5.82588E-01	18.00000
3.24650E+00	-5.90916E-01	19.00000
3.24598E+00	-5.98882E-01	20.00000
3.24550E+00	-6.04110E-01	21.00000
3.24500E+00	-6.10925E-01	22.00000
3.24448E+00	-6.19235E-01	23.00000
3.24399E+00	-6.25371E-01	24.00000
3.24351E+00	-6.30371E-01	25.00000
3.24300E+00	-6.37395E-01	26.00000
3.24249E+00	-6.45004E-01	27.00000
3.24202E+00	-6.50159E-01	28.00000
3.24153E+00	-6.55949E-01	29.00000
3.24101E+00	-6.63736E-01	30.00000
3.24051E+00	-6.70395E-01	31.00000
3.24003E+00	-6.75235E-01	32.00000
3.23952E+00	-6.81843E-01	33.00000
3.23900E+00	-6.89407E-01	34.00000
3.23852E+00	-6.94397E-01	35.00000
3.23804E+00	-6.99052E-01	36.00000
3.23753E+00	-7.06217E-01	37.00000
3.23702E+00	-7.13242E-01	38.00000
3.23653E+00	-7.17868E-01	39.00000
3.23603E+00	-7.23831E-01	40.00000
3.23551E+00	-7.31130E-01	41.00000
3.23502E+00	-7.36409E-01	42.00000
3.23455E+00	-7.40361E-01	43.00000
3.23405E+00	-7.46312E-01	44.00000
3.23353E+00	-7.53112E-01	45.00000
3.23305E+00	-7.57467E-01	46.00000
3.23257E+00	-7.62029E-01	47.00000
3.23204E+00	-7.69175E-01	48.00000
3.23154E+00	-7.75313E-01	49.00000
3.23106E+00	-7.78910E-01	50.00000
3.23056E+00	-7.84423E-01	51.00000
3.23004E+00	-7.91365E-01	52.00000
3.22955E+00	-7.95872E-01	53.00000
3.22908E+00	-7.99423E-01	54.00000
3.22857E+00	-8.05884E-01	55.00000
3.22805E+00	-8.12228E-01	56.00000
3.22758E+00	-8.15990E-01	57.00000
3.22708E+00	-8.21025E-01	58.00000
3.22656E+00	-8.27327E-01	59.00000
3.22606E+00	-8.32577E-01	60.00000
3.22559E+00	-8.36196E-01	61.00000
3.22508E+00	-8.42036E-01	62.00000
3.22455E+00	-8.49014E-01	63.00000
3.22406E+00	-8.53506E-01	64.00000
3.22359E+00	-8.57329E-01	65.00000
3.22308E+00	-8.63523E-01	66.00000
3.22257E+00	-8.69629E-01	67.00000
3.22210E+00	-8.73335E-01	68.00000
3.22160E+00	-8.78936E-01	69.00000
3.22108E+00	-8.85883E-01	70.00000
3.22058E+00	-8.91074E-01	71.00000
3.22011E+00	-8.94985E-01	72.00000
3.21960E+00	-9.01161E-01	73.00000
3.21908E+00	-9.07943E-01	74.00000
3.21860E+00	-9.12269E-01	75.00000
3.21811E+00	-9.17112E-01	76.00000
3.21759E+00	-9.24072E-01	77.00000
3.21709E+00	-9.29869E-01	78.00000
3.21662E+00	-9.33815E-01	79.00000
3.21611E+00	-9.40140E-01	80.00000
3.21559E+00	-9.47379E-01	81.00000
3.21509E+00	-9.52367E-01	82.00000
3.21462E+00	-9.56731E-01	83.00000
3.21411E+00	-9.63681E-01	84.00000
3.21359E+00	-9.70863E-01	85.00000
3.21311E+00	-9.75493E-01	86.00000
3.21262E+00	-9.81194E-01	87.00000
3.21211E+00	-9.88681E-01	88.00000
3.21161E+00	-9.94528E-01	89.00000
3.21114E+00	-9.98807E-01	90.00000
3.21063E+00	-1.00603E+00	91.00000
3.21011E+00	-1.01435E+00	92.00000
3.20962E+00	-1.02009E+00	93.00000
3.20913E+00	-1.02570E+00	94.00000
3.20862E+00	-1.03349E+00	95.00000
3.20811E+00	-1.04093E+00	96.00000
3.20764E+00	-1.04603E+00	97.00000
3.20715E+00	-1.05260E+00	98.00000
3.20663E+00	-1.06106E+00	99.00000
3.20613E+00	-1.06766E+00	100.00000
3.20566E+00	-1.07322E+00	101.00000
3.20514E+00	-1.08170E+00	102.00000
3.20462E+00	-1.09030E+00	103.00000
3.20414E+00	-1.09618E+00	104.00000
3.20366E+00	-1.10272E+00	105.00000
3.20314E+00	-1.11143E+00	106.00000
3.20263E+00	-1.11945E+00	107.00000
3.20216E+00	-1.12545E+00	108.00000
3.20165E+00	-1.13348E+00	109.00000
3.20113E+00	-1.14267E+00	110.00000
3.20065E+00	-1.14957E+00	111.00000
3.20017E+00	-1.15604E+00	112.00000
3.19965E+00	-1.16491E+00	113.00000
3.19914E+00	-1.17370E+00	114.00000
3.19867E+00	-1.17975E+00	115.00000
3.19819E+00	-1.18711E+00	116.00000
3.19767E+00	-1.19674E+00	117.00000
3.19716E+00	-1.20517E+00	118.00000
3.19668E+00	-1.21189E+00	119.00000
3.19617E+00	-1.22093E+00	120.00000
3.19565E+00	-1.23079E+00	121.00000
3.19517E+00	-1.23795E+00	122.00000
3.19469E+00	-1.24524E+00	123.00000
