E(V)	i(A/cm²)	T(s)
2.90602E+00	-1.68967E-01	0.00000
2.90578E+00	-1.68520E-01	1.00000
2.90527E+00	-1.71044E-01	2.00000
2.90480E+00	-1.72276E-01	3.00000
2.90429E+00	-1.74701E-01	4.00000
2.90377E+00	-1.77800E-01	5.00000
2.90328E+00	-1.79659E-01	6.00000
2.90281E+00	-1.81353E-01	7.00000
2.90229E+00	-1.84213E-01	8.00000
2.90178E+00	-1.86952E-01	9.00000
2.90130E+00	-1.88519E-01	10.00000
2.90081E+00	-1.90872E-01	11.00000
2.90028E+00	-1.93863E-01	12.00000
2.89979E+00	-1.95851E-01	13.00000
2.89932E+00	-1.97221E-01	14.00000
2.89881E+00	-1.99788E-01	15.00000
2.89828E+00	-2.02653E-01	16.00000
2.89780E+00	-2.04075E-01	17.00000
2.89732E+00	-2.05592E-01	18.00000
2.89680E+00	-2.08256E-01	19.00000
2.89629E+00	-2.10387E-01	20.00000
2.89581E+00	-2.11416E-01	21.00000
2.89532E+00	-2.13359E-01	22.00000
2.89480E+00	-2.15729E-01	23.00000
2.89431E+00	-2.17021E-01	24.00000
2.89383E+00	-2.17904E-01	25.00000
2.89332E+00	-2.19996E-01	26.00000
2.89280E+00	-2.22153E-01	27.00000
2.89232E+00	-2.22901E-01	28.00000
2.89183E+00	-2.24156E-01	29.00000
2.89131E+00	-2.26205E-01	30.00000
2.89081E+00	-2.27637E-01	31.00000
2.89033E+00	-2.28114E-01	32.00000
2.88983E+00	-2.29651E-01	33.00000
2.88931E+00	-2.31498E-01	34.00000
2.88882E+00	-2.32272E-01	35.00000
2.88835E+00	-2.32866E-01	36.00000
2.88783E+00	-2.34490E-01	37.00000
2.88732E+00	-2.35935E-01	38.00000
2.88684E+00	-2.36416E-01	39.00000
2.88635E+00	-2.37485E-01	40.00000
2.88583E+00	-2.39057E-01	41.00000
2.88533E+00	-2.39885E-01	42.00000
2.88486E+00	-2.40161E-01	43.00000
2.88435E+00	-2.41472E-01	44.00000
2.88383E+00	-2.42828E-01	45.00000
2.88335E+00	-2.43280E-01	46.00000
2.88287E+00	-2.43673E-01	47.00000
2.88236E+00	-2.44854E-01	48.00000
2.88185E+00	-2.45705E-01	49.00000
2.88137E+00	-2.45988E-01	50.00000
