E(V)	i(A/cm²)	T(s)
3.25867E+00	-3.40487E-01	0.00000
3.25844E+00	-3.42122E-01	1.00000
3.25792E+00	-3.49184E-01	2.00000
3.25744E+00	-3.55120E-01	3.00000
3.25694E+00	-3.62297E-01	4.00000
3.25642E+00	-3.70156E-01	5.00000
3.25594E+00	-3.76558E-01	6.00000
3.25546E+00	-3.82714E-01	7.00000
3.25495E+00	-3.90591E-01	8.00000
3.25443E+00	-3.98703E-01	9.00000
3.25395E+00	-4.05311E-01	10.00000
3.25346E+00	-4.12278E-01	11.00000
3.25295E+00	-4.20250E-01	12.00000
3.25245E+00	-4.27536E-01	13.00000
3.25197E+00	-4.33721E-01	14.00000
3.25147E+00	-4.41236E-01	15.00000
3.25095E+00	-4.49295E-01	16.00000
3.25047E+00	-4.55699E-01	17.00000
3.24999E+00	-4.62163E-01	18.00000
3.24948E+00	-4.69906E-01	19.00000
3.24897E+00	-4.77223E-01	20.00000
3.24849E+00	-4.83318E-01	21.00000
3.24799E+00	-4.90271E-01	22.00000
3.24747E+00	-4.98059E-01	23.00000
3.24698E+00	-5.04713E-01	24.00000
3.24651E+00	-5.10866E-01	25.00000
3.24599E+00	-5.18511E-01	26.00000
3.24547E+00	-5.26015E-01	27.00000
3.24500E+00	-5.31798E-01	28.00000
3.24451E+00	-5.37972E-01	29.00000
3.24399E+00	-5.45555E-01	30.00000
3.24348E+00	-5.52520E-01	31.00000
3.24300E+00	-5.58128E-01	32.00000
3.24251E+00	-5.64795E-01	33.00000
3.24198E+00	-5.72220E-01	34.00000
3.24149E+00	-5.78202E-01	35.00000
3.24101E+00	-5.84035E-01	36.00000
3.24050E+00	-5.91206E-01	37.00000
3.23999E+00	-5.97994E-01	38.00000
3.23952E+00	-6.03255E-01	39.00000
3.23902E+00	-6.09344E-01	40.00000
3.23850E+00	-6.16253E-01	41.00000
3.23801E+00	-6.22157E-01	42.00000
3.23753E+00	-6.27602E-01	43.00000
3.23702E+00	-6.34262E-01	44.00000
3.23651E+00	-6.40934E-01	45.00000
3.23603E+00	-6.46136E-01	46.00000
3.23554E+00	-6.51893E-01	47.00000
3.23501E+00	-6.58876E-01	48.00000
3.23450E+00	-6.65214E-01	49.00000
3.23403E+00	-6.69981E-01	50.00000
3.23354E+00	-6.75769E-01	51.00000
3.23301E+00	-6.82562E-01	52.00000
3.23252E+00	-6.87972E-01	53.00000
3.23204E+00	-6.92953E-01	54.00000
3.23153E+00	-6.99410E-01	55.00000
3.23102E+00	-7.05769E-01	56.00000
3.23054E+00	-7.10568E-01	57.00000
3.23005E+00	-7.16019E-01	58.00000
3.22953E+00	-7.22506E-01	59.00000
3.22903E+00	-7.28148E-01	60.00000
3.22856E+00	-7.32851E-01	61.00000
3.22806E+00	-7.38578E-01	62.00000
3.22755E+00	-7.44741E-01	63.00000
3.22705E+00	-7.49858E-01	64.00000
3.22657E+00	-7.54865E-01	65.00000
3.22605E+00	-7.61146E-01	66.00000
3.22553E+00	-7.67254E-01	67.00000
3.22506E+00	-7.71827E-01	68.00000
3.22456E+00	-7.77115E-01	69.00000
3.22406E+00	-7.82913E-01	70.00000
3.22357E+00	-7.87919E-01	71.00000
3.22309E+00	-7.92422E-01	72.00000
3.22258E+00	-7.98304E-01	73.00000
3.22205E+00	-8.04563E-01	74.00000
3.22157E+00	-8.09161E-01	75.00000
3.22109E+00	-8.14019E-01	76.00000
3.22057E+00	-8.20036E-01	77.00000
3.22006E+00	-8.25367E-01	78.00000
3.21959E+00	-8.29567E-01	79.00000
3.21908E+00	-8.34915E-01	80.00000
3.21856E+00	-8.40905E-01	81.00000
3.21807E+00	-8.45844E-01	82.00000
3.21759E+00	-8.50297E-01	83.00000
3.21708E+00	-8.56031E-01	84.00000
3.21656E+00	-8.61698E-01	85.00000
3.21608E+00	-8.65899E-01	86.00000
3.21559E+00	-8.70673E-01	87.00000
3.21508E+00	-8.76272E-01	88.00000
3.21458E+00	-8.81443E-01	89.00000
3.21410E+00	-8.85734E-01	90.00000
3.21359E+00	-8.91143E-01	91.00000
3.21307E+00	-8.97057E-01	92.00000
3.21259E+00	-9.01229E-01	93.00000
3.21211E+00	-9.05502E-01	94.00000
3.21159E+00	-9.11276E-01	95.00000
3.21108E+00	-9.16758E-01	96.00000
3.21060E+00	-9.20838E-01	97.00000
3.21010E+00	-9.25791E-01	98.00000
3.20960E+00	-9.31391E-01	99.00000
3.20911E+00	-9.35982E-01	100.00000
3.20863E+00	-9.40064E-01	101.00000
3.20812E+00	-9.45320E-01	102.00000
3.20760E+00	-9.51028E-01	103.00000
3.20711E+00	-9.55202E-01	104.00000
3.20663E+00	-9.59566E-01	105.00000
3.20611E+00	-9.65387E-01	106.00000
3.20561E+00	-9.70505E-01	107.00000
3.20514E+00	-9.74288E-01	108.00000
3.20464E+00	-9.79453E-01	109.00000
3.20411E+00	-9.85349E-01	110.00000
3.20362E+00	-9.89846E-01	111.00000
3.20315E+00	-9.93821E-01	112.00000
3.20264E+00	-9.99037E-01	113.00000
3.20213E+00	-1.00452E+00	114.00000
3.20165E+00	-1.00858E+00	115.00000
3.20115E+00	-1.01333E+00	116.00000
3.20063E+00	-1.01926E+00	117.00000
3.20014E+00	-1.02410E+00	118.00000
3.19966E+00	-1.02791E+00	119.00000
3.19916E+00	-1.03309E+00	120.00000
3.19863E+00	-1.03883E+00	121.00000
3.19815E+00	-1.04307E+00	122.00000
3.19767E+00	-1.04724E+00	123.00000
3.19715E+00	-1.05284E+00	124.00000
3.19664E+00	-1.05803E+00	125.00000
3.19617E+00	-1.06168E+00	126.00000
3.19567E+00	-1.06674E+00	127.00000
3.19515E+00	-1.07276E+00	128.00000
3.19466E+00	-1.07722E+00	129.00000
3.19418E+00	-1.08127E+00	130.00000
3.19367E+00	-1.08679E+00	131.00000
3.19315E+00	-1.09247E+00	132.00000
3.19267E+00	-1.09683E+00	133.00000
3.19218E+00	-1.10128E+00	134.00000
3.19166E+00	-1.10701E+00	135.00000
3.19116E+00	-1.11218E+00	136.00000
3.19069E+00	-1.11612E+00	137.00000
3.19019E+00	-1.12134E+00	138.00000
3.18966E+00	-1.12741E+00	139.00000
3.18917E+00	-1.13221E+00	140.00000
3.18869E+00	-1.13641E+00	141.00000
3.18819E+00	-1.14172E+00	142.00000
3.18768E+00	-1.14729E+00	143.00000
3.18720E+00	-1.15162E+00	144.00000
3.18670E+00	-1.15673E+00	145.00000
3.18618E+00	-1.16292E+00	146.00000
3.18568E+00	-1.16802E+00	147.00000
3.18521E+00	-1.17207E+00	148.00000
3.18470E+00	-1.17752E+00	149.00000
3.18418E+00	-1.18349E+00	150.00000
3.18370E+00	-1.18809E+00	151.00000
3.18322E+00	-1.19285E+00	152.00000
3.18270E+00	-1.19888E+00	153.00000
3.18219E+00	-1.20470E+00	154.00000
3.18171E+00	-1.20913E+00	155.00000
3.18122E+00	-1.21452E+00	156.00000
3.18070E+00	-1.22071E+00	157.00000
3.18021E+00	-1.22599E+00	158.00000
3.17972E+00	-1.23080E+00	159.00000
3.17921E+00	-1.23687E+00	160.00000
3.17870E+00	-1.24284E+00	161.00000
3.17822E+00	-1.24753E+00	162.00000
3.17772E+00	-1.25288E+00	163.00000
3.17721E+00	-1.25920E+00	164.00000
3.17670E+00	-1.26497E+00	165.00000
3.17623E+00	-1.26964E+00	166.00000
3.17573E+00	-1.27560E+00	167.00000
3.17521E+00	-1.28202E+00	168.00000
3.17473E+00	-1.28715E+00	169.00000
3.17424E+00	-1.29234E+00	170.00000
3.17373E+00	-1.29854E+00	171.00000
3.17322E+00	-1.30484E+00	172.00000
3.17274E+00	-1.30989E+00	173.00000
3.17225E+00	-1.31544E+00	174.00000
3.17173E+00	-1.32217E+00	175.00000
3.17123E+00	-1.32807E+00	176.00000
3.17076E+00	-1.33309E+00	177.00000
3.17025E+00	-1.33945E+00	178.00000
3.16973E+00	-1.34629E+00	179.00000
3.16924E+00	-1.35176E+00	180.00000
3.16875E+00	-1.35731E+00	181.00000
3.16823E+00	-1.36411E+00	182.00000
3.16773E+00	-1.37056E+00	183.00000
3.16726E+00	-1.37584E+00	184.00000
3.16675E+00	-1.38222E+00	185.00000
3.16623E+00	-1.38930E+00	186.00000
3.16575E+00	-1.39511E+00	187.00000
3.16528E+00	-1.40042E+00	188.00000
3.16476E+00	-1.40737E+00	189.00000
3.16424E+00	-1.41467E+00	190.00000
3.16376E+00	-1.42040E+00	191.00000
3.16327E+00	-1.42664E+00	192.00000
3.16276E+00	-1.43379E+00	193.00000
3.16226E+00	-1.44032E+00	194.00000
3.16178E+00	-1.44612E+00	195.00000
3.16128E+00	-1.45288E+00	196.00000
3.16077E+00	-1.46026E+00	197.00000
3.16028E+00	-1.46643E+00	198.00000
3.15980E+00	-1.47244E+00	199.00000
3.15929E+00	-1.47995E+00	200.00000
3.15877E+00	-1.48721E+00	201.00000
3.15830E+00	-1.49308E+00	202.00000
3.15780E+00	-1.50004E+00	203.00000
3.15728E+00	-1.50785E+00	204.00000
3.15679E+00	-1.51469E+00	205.00000
3.15631E+00	-1.52081E+00	206.00000
3.15580E+00	-1.52812E+00	207.00000
3.15528E+00	-1.53592E+00	208.00000
3.15480E+00	-1.54241E+00	209.00000
3.15432E+00	-1.54892E+00	210.00000
3.15380E+00	-1.55675E+00	211.00000
3.15330E+00	-1.56427E+00	212.00000
3.15282E+00	-1.57047E+00	213.00000
3.15233E+00	-1.57778E+00	214.00000
3.15181E+00	-1.58596E+00	215.00000
3.15132E+00	-1.59297E+00	216.00000
3.15084E+00	-1.59956E+00	217.00000
3.15033E+00	-1.60750E+00	218.00000
3.14981E+00	-1.61557E+00	219.00000
3.14934E+00	-1.62213E+00	220.00000
3.14885E+00	-1.62957E+00	221.00000
3.14832E+00	-1.63838E+00	222.00000
3.14781E+00	-1.64604E+00	223.00000
3.14734E+00	-1.65270E+00	224.00000
3.14683E+00	-1.66054E+00	225.00000
3.14632E+00	-1.66880E+00	226.00000
3.14584E+00	-1.67581E+00	227.00000
3.14536E+00	-1.68309E+00	228.00000
3.14484E+00	-1.69178E+00	229.00000
3.14433E+00	-1.70018E+00	230.00000
3.14385E+00	-1.70731E+00	231.00000
3.14334E+00	-1.71525E+00	232.00000
3.14283E+00	-1.72399E+00	233.00000
3.14234E+00	-1.73167E+00	234.00000
3.14186E+00	-1.73870E+00	235.00000
3.14135E+00	-1.74732E+00	236.00000
3.14084E+00	-1.75595E+00	237.00000
3.14037E+00	-1.76296E+00	238.00000
3.13987E+00	-1.77078E+00	239.00000
3.13935E+00	-1.77994E+00	240.00000
3.13885E+00	-1.78850E+00	241.00000
3.13837E+00	-1.79594E+00	242.00000
3.13786E+00	-1.80441E+00	243.00000
3.13735E+00	-1.81344E+00	244.00000
3.13687E+00	-1.82110E+00	245.00000
3.13640E+00	-1.82846E+00	246.00000
3.13588E+00	-1.83751E+00	247.00000
3.13536E+00	-1.84684E+00	248.00000
3.13488E+00	-1.85461E+00	249.00000
3.13438E+00	-1.86289E+00	250.00000
3.13387E+00	-1.87214E+00	251.00000
3.13338E+00	-1.88048E+00	252.00000
3.13290E+00	-1.88799E+00	253.00000
3.13239E+00	-1.89692E+00	254.00000
3.13188E+00	-1.90617E+00	255.00000
3.13140E+00	-1.91418E+00	256.00000
3.13092E+00	-1.92231E+00	257.00000
3.13040E+00	-1.93151E+00	258.00000
3.12989E+00	-1.94070E+00	259.00000
3.12941E+00	-1.94863E+00	260.00000
3.12891E+00	-1.95752E+00	261.00000
3.12838E+00	-1.96738E+00	262.00000
3.12789E+00	-1.97594E+00	263.00000
3.12741E+00	-1.98373E+00	264.00000
3.12690E+00	-1.99286E+00	265.00000
3.12639E+00	-2.00229E+00	266.00000
3.12591E+00	-2.01026E+00	267.00000
3.12543E+00	-2.01879E+00	268.00000
3.12490E+00	-2.02865E+00	269.00000
3.12440E+00	-2.03771E+00	270.00000
3.12393E+00	-2.04557E+00	271.00000
3.12342E+00	-2.05473E+00	272.00000
3.12290E+00	-2.06428E+00	273.00000
3.12242E+00	-2.07249E+00	274.00000
3.12194E+00	-2.08077E+00	275.00000
3.12142E+00	-2.09048E+00	276.00000
3.12091E+00	-2.10013E+00	277.00000
3.12043E+00	-2.10819E+00	278.00000
3.11994E+00	-2.11670E+00	279.00000
3.11943E+00	-2.12632E+00	280.00000
3.11892E+00	-2.13546E+00	281.00000
3.11844E+00	-2.14360E+00	282.00000
3.11793E+00	-2.15298E+00	283.00000
3.11742E+00	-2.16273E+00	284.00000
3.11694E+00	-2.17076E+00	285.00000
3.11645E+00	-2.17917E+00	286.00000
3.11593E+00	-2.18909E+00	287.00000
3.11542E+00	-2.19855E+00	288.00000
3.11493E+00	-2.20729E+00	289.00000
3.11441E+00	-2.21644E+00	290.00000
3.11392E+00	-2.22523E+00	291.00000
3.11344E+00	-2.23342E+00	292.00000
3.11294E+00	-2.24272E+00	293.00000
3.11242E+00	-2.25266E+00	294.00000
3.11193E+00	-2.26107E+00	295.00000
3.11145E+00	-2.26918E+00	296.00000
3.11094E+00	-2.27881E+00	297.00000
3.11043E+00	-2.28824E+00	298.00000
3.10995E+00	-2.29606E+00	299.00000
3.10946E+00	-2.30479E+00	300.00000
3.10894E+00	-2.31475E+00	301.00000
3.10844E+00	-2.32373E+00	302.00000
3.10796E+00	-2.33171E+00	303.00000
3.10745E+00	-2.34096E+00	304.00000
3.10694E+00	-2.35066E+00	305.00000
3.10645E+00	-2.35884E+00	306.00000
3.10597E+00	-2.36695E+00	307.00000
3.10545E+00	-2.37656E+00	308.00000
3.10494E+00	-2.38597E+00	309.00000
3.10447E+00	-2.39382E+00	310.00000
3.10397E+00	-2.40274E+00	311.00000
3.10345E+00	-2.41234E+00	312.00000
3.10296E+00	-2.42078E+00	313.00000
3.10248E+00	-2.42861E+00	314.00000
3.10197E+00	-2.43780E+00	315.00000
3.10146E+00	-2.44740E+00	316.00000
3.10097E+00	-2.45546E+00	317.00000
3.10047E+00	-2.46385E+00	318.00000
3.09996E+00	-2.47320E+00	319.00000
3.09946E+00	-2.48195E+00	320.00000
3.09899E+00	-2.48971E+00	321.00000
3.09848E+00	-2.49857E+00	322.00000
3.09796E+00	-2.50812E+00	323.00000
3.09747E+00	-2.51638E+00	324.00000
3.09700E+00	-2.52408E+00	325.00000
3.09649E+00	-2.53316E+00	326.00000
3.09598E+00	-2.54245E+00	327.00000
3.09549E+00	-2.55037E+00	328.00000
3.09499E+00	-2.55889E+00	329.00000
3.09448E+00	-2.56820E+00	330.00000
3.09398E+00	-2.57657E+00	331.00000
3.09351E+00	-2.58421E+00	332.00000
3.09300E+00	-2.59336E+00	333.00000
3.09248E+00	-2.60256E+00	334.00000
3.09201E+00	-2.61006E+00	335.00000
3.09152E+00	-2.61798E+00	336.00000
3.09100E+00	-2.62739E+00	337.00000
3.09049E+00	-2.63635E+00	338.00000
3.09001E+00	-2.64382E+00	339.00000
3.08951E+00	-2.65241E+00	340.00000
3.08899E+00	-2.66157E+00	341.00000
3.08851E+00	-2.66938E+00	342.00000
3.08804E+00	-2.67688E+00	343.00000
3.08752E+00	-2.68581E+00	344.00000
3.08701E+00	-2.69482E+00	345.00000
3.08653E+00	-2.70233E+00	346.00000
3.08605E+00	-2.71041E+00	347.00000
3.08552E+00	-2.71969E+00	348.00000
3.08502E+00	-2.72820E+00	349.00000
3.08454E+00	-2.73553E+00	350.00000
3.08404E+00	-2.74398E+00	351.00000
3.08352E+00	-2.75316E+00	352.00000
3.08302E+00	-2.76116E+00	353.00000
3.08254E+00	-2.76873E+00	354.00000
3.08203E+00	-2.77764E+00	355.00000
3.08152E+00	-2.78647E+00	356.00000
3.08105E+00	-2.79380E+00	357.00000
3.08055E+00	-2.80193E+00	358.00000
3.08004E+00	-2.81094E+00	359.00000
3.07954E+00	-2.81894E+00	360.00000
3.07907E+00	-2.82636E+00	361.00000
3.07855E+00	-2.83528E+00	362.00000
3.07804E+00	-2.84411E+00	363.00000
3.07756E+00	-2.85158E+00	364.00000
3.07707E+00	-2.85951E+00	365.00000
3.07655E+00	-2.86860E+00	366.00000
3.07604E+00	-2.87695E+00	367.00000
3.07557E+00	-2.88411E+00	368.00000
3.07507E+00	-2.89278E+00	369.00000
3.07455E+00	-2.90201E+00	370.00000
3.07406E+00	-2.90995E+00	371.00000
3.07358E+00	-2.91754E+00	372.00000
3.07307E+00	-2.92630E+00	373.00000
3.07255E+00	-2.93515E+00	374.00000
3.07207E+00	-2.94270E+00	375.00000
3.07158E+00	-2.95076E+00	376.00000
3.07106E+00	-2.95962E+00	377.00000
3.07057E+00	-2.96759E+00	378.00000
3.07009E+00	-2.97492E+00	379.00000
3.06958E+00	-2.98374E+00	380.00000
3.06906E+00	-2.99292E+00	381.00000
3.06857E+00	-3.00066E+00	382.00000
3.06810E+00	-3.00816E+00	383.00000
3.06758E+00	-3.01707E+00	384.00000
3.06707E+00	-3.02591E+00	385.00000
3.06660E+00	-3.03316E+00	386.00000
3.06610E+00	-3.04153E+00	387.00000
3.06557E+00	-3.05100E+00	388.00000
3.06508E+00	-3.05907E+00	389.00000
3.06461E+00	-3.06649E+00	390.00000
3.06410E+00	-3.07540E+00	391.00000
3.06358E+00	-3.08453E+00	392.00000
3.06310E+00	-3.09215E+00	393.00000
3.06262E+00	-3.09986E+00	394.00000
3.06211E+00	-3.10895E+00	395.00000
3.06159E+00	-3.11783E+00	396.00000
3.06111E+00	-3.12543E+00	397.00000
3.06061E+00	-3.13416E+00	398.00000
3.06008E+00	-3.14366E+00	399.00000
3.05960E+00	-3.15145E+00	400.00000
3.05912E+00	-3.15894E+00	401.00000
3.05860E+00	-3.16804E+00	402.00000
3.05809E+00	-3.17699E+00	403.00000
3.05760E+00	-3.18451E+00	404.00000
3.05711E+00	-3.19265E+00	405.00000
3.05660E+00	-3.20183E+00	406.00000
3.05610E+00	-3.21019E+00	407.00000
3.05563E+00	-3.21756E+00	408.00000
3.05512E+00	-3.22626E+00	409.00000
3.05461E+00	-3.23532E+00	410.00000
3.05413E+00	-3.24279E+00	411.00000
3.05365E+00	-3.25044E+00	412.00000
3.05314E+00	-3.25960E+00	413.00000
3.05263E+00	-3.26833E+00	414.00000
3.05216E+00	-3.27560E+00	415.00000
3.05166E+00	-3.28406E+00	416.00000
3.05113E+00	-3.29328E+00	417.00000
3.05064E+00	-3.30135E+00	418.00000
3.05016E+00	-3.30894E+00	419.00000
3.04965E+00	-3.31771E+00	420.00000
3.04912E+00	-3.32692E+00	421.00000
3.04865E+00	-3.33449E+00	422.00000
3.04817E+00	-3.34205E+00	423.00000
3.04765E+00	-3.35111E+00	424.00000
3.04714E+00	-3.35971E+00	425.00000
3.04666E+00	-3.36696E+00	426.00000
3.04616E+00	-3.37519E+00	427.00000
3.04564E+00	-3.38408E+00	428.00000
3.04515E+00	-3.39161E+00	429.00000
3.04468E+00	-3.39876E+00	430.00000
3.04417E+00	-3.40760E+00	431.00000
3.04365E+00	-3.41643E+00	432.00000
3.04317E+00	-3.42356E+00	433.00000
3.04268E+00	-3.43126E+00	434.00000
3.04216E+00	-3.44011E+00	435.00000
3.04166E+00	-3.44806E+00	436.00000
3.04119E+00	-3.45471E+00	437.00000
3.04068E+00	-3.46297E+00	438.00000
3.04015E+00	-3.47190E+00	439.00000
3.03966E+00	-3.47908E+00	440.00000
3.03918E+00	-3.48618E+00	441.00000
3.03867E+00	-3.49450E+00	442.00000
3.03816E+00	-3.50226E+00	443.00000
3.03770E+00	-3.50867E+00	444.00000
3.03721E+00	-3.51626E+00	445.00000
3.03668E+00	-3.52475E+00	446.00000
3.03619E+00	-3.53207E+00	447.00000
3.03572E+00	-3.53852E+00	448.00000
3.03520E+00	-3.54639E+00	449.00000
3.03468E+00	-3.55459E+00	450.00000
3.03421E+00	-3.56094E+00	451.00000
3.03372E+00	-3.56769E+00	452.00000
3.03320E+00	-3.57556E+00	453.00000
3.03270E+00	-3.58273E+00	454.00000
3.03223E+00	-3.58861E+00	455.00000
3.03173E+00	-3.59569E+00	456.00000
3.03120E+00	-3.60385E+00	457.00000
3.03070E+00	-3.61056E+00	458.00000
3.03022E+00	-3.61666E+00	459.00000
3.02971E+00	-3.62392E+00	460.00000
3.02920E+00	-3.63117E+00	461.00000
3.02873E+00	-3.63680E+00	462.00000
3.02824E+00	-3.64300E+00	463.00000
3.02771E+00	-3.65044E+00	464.00000
3.02721E+00	-3.65660E+00	465.00000
3.02675E+00	-3.66166E+00	466.00000
3.02623E+00	-3.66831E+00	467.00000
3.02572E+00	-3.67521E+00	468.00000
3.02523E+00	-3.68060E+00	469.00000
3.02474E+00	-3.68614E+00	470.00000
3.02423E+00	-3.69261E+00	471.00000
3.02372E+00	-3.69868E+00	472.00000
3.02325E+00	-3.70349E+00	473.00000
3.02275E+00	-3.70923E+00	474.00000
3.02223E+00	-3.71589E+00	475.00000
3.02173E+00	-3.72124E+00	476.00000
3.02126E+00	-3.72558E+00	477.00000
3.02075E+00	-3.73134E+00	478.00000
3.02023E+00	-3.73751E+00	479.00000
3.01975E+00	-3.74165E+00	480.00000
3.01927E+00	-3.74592E+00	481.00000
3.01875E+00	-3.75166E+00	482.00000
3.01825E+00	-3.75662E+00	483.00000
3.01777E+00	-3.76037E+00	484.00000
3.01726E+00	-3.76517E+00	485.00000
