E(V)	i(A/cm²)	T(s)
2.90787E+00	-2.23767E-01	0.00000
2.90764E+00	-2.20386E-01	1.00000
2.90712E+00	-2.19804E-01	2.00000
2.90665E+00	-2.19444E-01	3.00000
2.90614E+00	-2.20109E-01	4.00000
2.90562E+00	-2.20340E-01	5.00000
2.90513E+00	-2.20409E-01	6.00000
2.90465E+00	-2.20509E-01	7.00000
2.90414E+00	-2.22099E-01	8.00000
2.90362E+00	-2.23824E-01	9.00000
2.90314E+00	-2.24399E-01	10.00000
2.90265E+00	-2.25958E-01	11.00000
2.90213E+00	-2.28628E-01	12.00000
2.90163E+00	-2.30181E-01	13.00000
2.90116E+00	-2.30699E-01	14.00000
2.90065E+00	-2.32973E-01	15.00000
2.90013E+00	-2.35553E-01	16.00000
2.89965E+00	-2.36413E-01	17.00000
2.89917E+00	-2.37512E-01	18.00000
2.89865E+00	-2.40052E-01	19.00000
2.89814E+00	-2.41873E-01	20.00000
2.89767E+00	-2.42480E-01	21.00000
2.89717E+00	-2.44461E-01	22.00000
2.89665E+00	-2.47183E-01	23.00000
2.89615E+00	-2.48494E-01	24.00000
2.89567E+00	-2.48956E-01	25.00000
2.89516E+00	-2.50992E-01	26.00000
2.89465E+00	-2.52993E-01	27.00000
2.89417E+00	-2.53661E-01	28.00000
2.89367E+00	-2.54858E-01	29.00000
2.89316E+00	-2.56923E-01	30.00000
2.89266E+00	-2.57886E-01	31.00000
2.89218E+00	-2.58208E-01	32.00000
2.89168E+00	-2.60122E-01	33.00000
2.89115E+00	-2.62355E-01	34.00000
2.89066E+00	-2.63027E-01	35.00000
2.89019E+00	-2.63251E-01	36.00000
2.88967E+00	-2.64674E-01	37.00000
2.88916E+00	-2.65786E-01	38.00000
2.88868E+00	-2.66157E-01	39.00000
2.88819E+00	-2.67343E-01	40.00000
2.88767E+00	-2.69344E-01	41.00000
2.88717E+00	-2.69936E-01	42.00000
2.88669E+00	-2.70134E-01	43.00000
2.88619E+00	-2.71559E-01	44.00000
2.88567E+00	-2.72965E-01	45.00000
2.88519E+00	-2.73433E-01	46.00000
2.88470E+00	-2.73820E-01	47.00000
2.88419E+00	-2.75197E-01	48.00000
2.88368E+00	-2.75741E-01	49.00000
2.88320E+00	-2.75922E-01	50.00000
2.88270E+00	-2.77257E-01	51.00000
2.88218E+00	-2.78644E-01	52.00000
2.88169E+00	-2.78528E-01	53.00000
2.88121E+00	-2.78580E-01	54.00000
2.88071E+00	-2.79644E-01	55.00000
2.88019E+00	-2.80515E-01	56.00000
2.87971E+00	-2.80805E-01	57.00000
2.87921E+00	-2.81516E-01	58.00000
2.87869E+00	-2.82477E-01	59.00000
2.87819E+00	-2.82406E-01	60.00000
2.87772E+00	-2.82525E-01	61.00000
2.87721E+00	-2.83671E-01	62.00000
2.87669E+00	-2.84632E-01	63.00000
2.87620E+00	-2.84436E-01	64.00000
2.87572E+00	-2.84535E-01	65.00000
2.87521E+00	-2.85262E-01	66.00000
2.87470E+00	-2.85564E-01	67.00000
2.87422E+00	-2.85847E-01	68.00000
2.87372E+00	-2.86678E-01	69.00000
2.87320E+00	-2.87439E-01	70.00000
2.87271E+00	-2.87044E-01	71.00000
2.87223E+00	-2.87166E-01	72.00000
2.87171E+00	-2.87931E-01	73.00000
2.87119E+00	-2.88298E-01	74.00000
2.87071E+00	-2.88444E-01	75.00000
2.87023E+00	-2.88615E-01	76.00000
2.86972E+00	-2.89125E-01	77.00000
2.86921E+00	-2.89132E-01	78.00000
2.86873E+00	-2.89304E-01	79.00000
2.86823E+00	-2.90003E-01	80.00000
2.86771E+00	-2.90294E-01	81.00000
2.86722E+00	-2.89804E-01	82.00000
2.86674E+00	-2.89738E-01	83.00000
2.86623E+00	-2.90223E-01	84.00000
2.86571E+00	-2.90363E-01	85.00000
2.86523E+00	-2.90571E-01	86.00000
2.86474E+00	-2.90920E-01	87.00000
2.86422E+00	-2.91105E-01	88.00000
2.86372E+00	-2.90856E-01	89.00000
2.86325E+00	-2.90835E-01	90.00000
2.86274E+00	-2.91359E-01	91.00000
2.86222E+00	-2.91526E-01	92.00000
2.86174E+00	-2.91183E-01	93.00000
2.86126E+00	-2.91124E-01	94.00000
2.86074E+00	-2.91292E-01	95.00000
2.86023E+00	-2.91329E-01	96.00000
2.85975E+00	-2.91397E-01	97.00000
2.85925E+00	-2.91964E-01	98.00000
2.85873E+00	-2.92175E-01	99.00000
2.85824E+00	-2.91733E-01	100.00000
2.85776E+00	-2.91655E-01	101.00000
2.85724E+00	-2.91898E-01	102.00000
2.85673E+00	-2.91953E-01	103.00000
2.85625E+00	-2.91684E-01	104.00000
2.85577E+00	-2.91613E-01	105.00000
2.85525E+00	-2.91500E-01	106.00000
2.85475E+00	-2.91266E-01	107.00000
2.85427E+00	-2.91151E-01	108.00000
2.85377E+00	-2.91445E-01	109.00000
2.85325E+00	-2.91505E-01	110.00000
2.85276E+00	-2.90840E-01	111.00000
2.85228E+00	-2.90638E-01	112.00000
2.85177E+00	-2.90721E-01	113.00000
2.85125E+00	-2.90682E-01	114.00000
2.85077E+00	-2.90697E-01	115.00000
2.85028E+00	-2.90799E-01	116.00000
2.84976E+00	-2.90838E-01	117.00000
2.84926E+00	-2.90375E-01	118.00000
2.84878E+00	-2.90234E-01	119.00000
2.84827E+00	-2.90415E-01	120.00000
2.84775E+00	-2.90428E-01	121.00000
2.84727E+00	-2.89821E-01	122.00000
2.84679E+00	-2.89624E-01	123.00000
2.84627E+00	-2.89389E-01	124.00000
2.84576E+00	-2.89244E-01	125.00000
2.84528E+00	-2.89118E-01	126.00000
2.84479E+00	-2.89291E-01	127.00000
2.84427E+00	-2.89307E-01	128.00000
2.84378E+00	-2.88298E-01	129.00000
2.84331E+00	-2.87967E-01	130.00000
2.84280E+00	-2.87896E-01	131.00000
2.84228E+00	-2.87762E-01	132.00000
2.84180E+00	-2.87293E-01	133.00000
2.84131E+00	-2.87250E-01	134.00000
2.84080E+00	-2.87079E-01	135.00000
2.84029E+00	-2.86651E-01	136.00000
2.83982E+00	-2.86451E-01	137.00000
2.83931E+00	-2.86610E-01	138.00000
2.83879E+00	-2.86596E-01	139.00000
2.83830E+00	-2.85858E-01	140.00000
2.83782E+00	-2.85608E-01	141.00000
2.83730E+00	-2.85401E-01	142.00000
2.83679E+00	-2.85249E-01	143.00000
2.83632E+00	-2.84997E-01	144.00000
2.83582E+00	-2.85083E-01	145.00000
2.83530E+00	-2.85028E-01	146.00000
2.83480E+00	-2.84331E-01	147.00000
2.83433E+00	-2.84080E-01	148.00000
2.83382E+00	-2.84067E-01	149.00000
2.83330E+00	-2.83979E-01	150.00000
2.83281E+00	-2.83242E-01	151.00000
2.83233E+00	-2.83059E-01	152.00000
2.83181E+00	-2.82752E-01	153.00000
2.83130E+00	-2.82386E-01	154.00000
2.83083E+00	-2.82162E-01	155.00000
2.83033E+00	-2.82177E-01	156.00000
2.82981E+00	-2.82107E-01	157.00000
2.82932E+00	-2.81237E-01	158.00000
2.82885E+00	-2.80989E-01	159.00000
2.82833E+00	-2.80771E-01	160.00000
2.82781E+00	-2.80616E-01	161.00000
2.82733E+00	-2.79892E-01	162.00000
2.82684E+00	-2.79826E-01	163.00000
2.82632E+00	-2.79563E-01	164.00000
2.82582E+00	-2.79003E-01	165.00000
2.82535E+00	-2.78728E-01	166.00000
2.82484E+00	-2.78634E-01	167.00000
2.82432E+00	-2.78511E-01	168.00000
2.82383E+00	-2.77448E-01	169.00000
2.82336E+00	-2.77207E-01	170.00000
2.82285E+00	-2.77033E-01	171.00000
2.82233E+00	-2.76895E-01	172.00000
2.82186E+00	-2.76646E-01	173.00000
2.82136E+00	-2.76714E-01	174.00000
2.82084E+00	-2.76653E-01	175.00000
2.82034E+00	-2.75848E-01	176.00000
2.81987E+00	-2.75560E-01	177.00000
2.81936E+00	-2.75422E-01	178.00000
2.81884E+00	-2.75280E-01	179.00000
2.81836E+00	-2.74404E-01	180.00000
2.81787E+00	-2.74133E-01	181.00000
2.81735E+00	-2.73870E-01	182.00000
2.81685E+00	-2.73465E-01	183.00000
2.81638E+00	-2.73229E-01	184.00000
2.81587E+00	-2.73128E-01	185.00000
2.81536E+00	-2.73015E-01	186.00000
2.81487E+00	-2.71899E-01	187.00000
2.81438E+00	-2.71636E-01	188.00000
2.81387E+00	-2.71388E-01	189.00000
2.81336E+00	-2.71218E-01	190.00000
2.81288E+00	-2.70586E-01	191.00000
2.81239E+00	-2.70490E-01	192.00000
2.81187E+00	-2.70329E-01	193.00000
2.81136E+00	-2.69664E-01	194.00000
2.81089E+00	-2.69388E-01	195.00000
2.81039E+00	-2.69322E-01	196.00000
2.80986E+00	-2.69209E-01	197.00000
2.80938E+00	-2.68154E-01	198.00000
2.80889E+00	-2.67900E-01	199.00000
2.80837E+00	-2.67587E-01	200.00000
2.80786E+00	-2.67398E-01	201.00000
2.80738E+00	-2.67026E-01	202.00000
2.80689E+00	-2.66947E-01	203.00000
2.80638E+00	-2.66920E-01	204.00000
2.80588E+00	-2.66001E-01	205.00000
2.80540E+00	-2.65678E-01	206.00000
2.80490E+00	-2.65469E-01	207.00000
2.80438E+00	-2.65292E-01	208.00000
2.80390E+00	-2.64446E-01	209.00000
