E(V)	i(A/cm²)	T(s)
3.24814E+00	-4.34584E-01	0.00000
3.24790E+00	-4.33782E-01	1.00000
3.24739E+00	-4.37365E-01	2.00000
3.24691E+00	-4.39611E-01	3.00000
3.24641E+00	-4.44200E-01	4.00000
3.24589E+00	-4.50199E-01	5.00000
3.24540E+00	-4.54333E-01	6.00000
3.24492E+00	-4.58489E-01	7.00000
3.24440E+00	-4.65042E-01	8.00000
3.24389E+00	-4.71808E-01	9.00000
3.24341E+00	-4.76562E-01	10.00000
3.24292E+00	-4.81966E-01	11.00000
3.24241E+00	-4.89150E-01	12.00000
3.24191E+00	-4.95452E-01	13.00000
3.24143E+00	-5.00348E-01	14.00000
3.24092E+00	-5.07227E-01	15.00000
3.24041E+00	-5.14590E-01	16.00000
3.23993E+00	-5.19859E-01	17.00000
3.23944E+00	-5.25642E-01	18.00000
3.23892E+00	-5.32746E-01	19.00000
3.23841E+00	-5.39425E-01	20.00000
3.23794E+00	-5.44174E-01	21.00000
3.23745E+00	-5.50275E-01	22.00000
3.23692E+00	-5.57951E-01	23.00000
3.23643E+00	-5.63651E-01	24.00000
3.23595E+00	-5.68342E-01	25.00000
3.23545E+00	-5.75028E-01	26.00000
3.23493E+00	-5.82021E-01	27.00000
3.23445E+00	-5.86904E-01	28.00000
3.23395E+00	-5.92525E-01	29.00000
3.23343E+00	-5.99574E-01	30.00000
3.23293E+00	-6.05521E-01	31.00000
3.23246E+00	-6.09553E-01	32.00000
3.23196E+00	-6.15644E-01	33.00000
3.23144E+00	-6.22758E-01	34.00000
3.23095E+00	-6.27418E-01	35.00000
3.23047E+00	-6.31883E-01	36.00000
3.22996E+00	-6.38009E-01	37.00000
3.22946E+00	-6.43842E-01	38.00000
3.22898E+00	-6.47880E-01	39.00000
3.22848E+00	-6.53373E-01	40.00000
3.22796E+00	-6.60003E-01	41.00000
3.22746E+00	-6.64976E-01	42.00000
3.22699E+00	-6.68866E-01	43.00000
3.22648E+00	-6.74667E-01	44.00000
3.22596E+00	-6.80788E-01	45.00000
3.22548E+00	-6.84782E-01	46.00000
3.22500E+00	-6.89164E-01	47.00000
3.22449E+00	-6.95145E-01	48.00000
3.22398E+00	-7.00432E-01	49.00000
3.22350E+00	-7.03838E-01	50.00000
3.22300E+00	-7.08884E-01	51.00000
3.22248E+00	-7.14836E-01	52.00000
3.22199E+00	-7.18914E-01	53.00000
3.22151E+00	-7.22469E-01	54.00000
3.22100E+00	-7.27817E-01	55.00000
3.22049E+00	-7.33359E-01	56.00000
