E(V)	i(A/cm²)	T(s)
2.91737E+00	-2.31032E-01	0.00000
2.91714E+00	-2.27171E-01	1.00000
2.91663E+00	-2.26210E-01	2.00000
2.91615E+00	-2.25790E-01	3.00000
2.91564E+00	-2.26086E-01	4.00000
2.91512E+00	-2.26044E-01	5.00000
2.91463E+00	-2.25914E-01	6.00000
2.91415E+00	-2.25857E-01	7.00000
2.91364E+00	-2.27152E-01	8.00000
2.91313E+00	-2.28579E-01	9.00000
2.91265E+00	-2.29054E-01	10.00000
2.91216E+00	-2.30443E-01	11.00000
2.91164E+00	-2.32888E-01	12.00000
2.91114E+00	-2.34302E-01	13.00000
2.91066E+00	-2.34773E-01	14.00000
2.91015E+00	-2.37017E-01	15.00000
2.90964E+00	-2.39544E-01	16.00000
2.90916E+00	-2.40386E-01	17.00000
2.90867E+00	-2.41386E-01	18.00000
2.90815E+00	-2.43853E-01	19.00000
2.90764E+00	-2.45777E-01	20.00000
2.90717E+00	-2.46419E-01	21.00000
2.90667E+00	-2.48347E-01	22.00000
2.90614E+00	-2.50820E-01	23.00000
2.90565E+00	-2.51820E-01	24.00000
2.90518E+00	-2.52154E-01	25.00000
2.90467E+00	-2.54072E-01	26.00000
2.90415E+00	-2.55950E-01	27.00000
2.90367E+00	-2.56576E-01	28.00000
2.90318E+00	-2.57587E-01	29.00000
2.90266E+00	-2.59687E-01	30.00000
2.90217E+00	-2.60722E-01	31.00000
2.90169E+00	-2.61067E-01	32.00000
2.90118E+00	-2.62805E-01	33.00000
2.90066E+00	-2.64807E-01	34.00000
2.90018E+00	-2.65380E-01	35.00000
2.89970E+00	-2.65571E-01	36.00000
2.89919E+00	-2.67088E-01	37.00000
2.89868E+00	-2.68189E-01	38.00000
2.89820E+00	-2.68557E-01	39.00000
2.89770E+00	-2.69732E-01	40.00000
2.89718E+00	-2.71607E-01	41.00000
2.89669E+00	-2.72152E-01	42.00000
2.89621E+00	-2.72334E-01	43.00000
2.89570E+00	-2.73662E-01	44.00000
2.89517E+00	-2.75027E-01	45.00000
2.89469E+00	-2.75482E-01	46.00000
2.89421E+00	-2.75847E-01	47.00000
2.89369E+00	-2.77160E-01	48.00000
2.89318E+00	-2.77550E-01	49.00000
2.89271E+00	-2.77771E-01	50.00000
2.89221E+00	-2.79132E-01	51.00000
2.89169E+00	-2.80504E-01	52.00000
2.89119E+00	-2.80367E-01	53.00000
2.89071E+00	-2.80392E-01	54.00000
2.89020E+00	-2.81261E-01	55.00000
2.88969E+00	-2.81913E-01	56.00000
2.88921E+00	-2.82130E-01	57.00000
2.88872E+00	-2.82787E-01	58.00000
2.88820E+00	-2.83763E-01	59.00000
2.88770E+00	-2.83579E-01	60.00000
2.88722E+00	-2.83843E-01	61.00000
