E(V)	i(A/cm²)	T(s)
3.27074E+00	-3.16729E-01	0.00000
3.27050E+00	-3.18990E-01	1.00000
3.27001E+00	-3.26071E-01	2.00000
3.26954E+00	-3.32147E-01	3.00000
3.26904E+00	-3.39520E-01	4.00000
3.26851E+00	-3.47539E-01	5.00000
3.26803E+00	-3.54455E-01	6.00000
3.26754E+00	-3.61087E-01	7.00000
3.26702E+00	-3.68974E-01	8.00000
3.26652E+00	-3.76721E-01	9.00000
3.26605E+00	-3.83059E-01	10.00000
3.26555E+00	-3.90173E-01	11.00000
3.26503E+00	-3.98309E-01	12.00000
3.26453E+00	-4.05363E-01	13.00000
3.26406E+00	-4.11685E-01	14.00000
3.26355E+00	-4.19290E-01	15.00000
3.26303E+00	-4.27107E-01	16.00000
3.26255E+00	-4.33630E-01	17.00000
3.26207E+00	-4.40137E-01	18.00000
3.26156E+00	-4.47797E-01	19.00000
3.26105E+00	-4.55250E-01	20.00000
3.26057E+00	-4.61506E-01	21.00000
3.26007E+00	-4.68412E-01	22.00000
3.25956E+00	-4.75897E-01	23.00000
3.25906E+00	-4.82514E-01	24.00000
3.25858E+00	-4.88666E-01	25.00000
3.25808E+00	-4.95868E-01	26.00000
3.25756E+00	-5.03217E-01	27.00000
3.25708E+00	-5.09363E-01	28.00000
3.25660E+00	-5.15733E-01	29.00000
3.25608E+00	-5.23083E-01	30.00000
3.25557E+00	-5.30023E-01	31.00000
3.25508E+00	-5.35886E-01	32.00000
3.25458E+00	-5.42652E-01	33.00000
3.25406E+00	-5.49994E-01	34.00000
3.25358E+00	-5.56063E-01	35.00000
3.25310E+00	-5.61904E-01	36.00000
3.25258E+00	-5.69006E-01	37.00000
3.25207E+00	-5.75927E-01	38.00000
3.25159E+00	-5.81483E-01	39.00000
3.25110E+00	-5.87642E-01	40.00000
3.25058E+00	-5.94516E-01	41.00000
3.25009E+00	-6.00693E-01	42.00000
3.24962E+00	-6.06180E-01	43.00000
3.24911E+00	-6.12767E-01	44.00000
3.24859E+00	-6.19819E-01	45.00000
3.24810E+00	-6.25463E-01	46.00000
3.24762E+00	-6.31207E-01	47.00000
3.24710E+00	-6.38077E-01	48.00000
3.24659E+00	-6.44581E-01	49.00000
3.24612E+00	-6.49835E-01	50.00000
3.24562E+00	-6.56021E-01	51.00000
3.24510E+00	-6.62867E-01	52.00000
3.24461E+00	-6.68589E-01	53.00000
3.24414E+00	-6.73878E-01	54.00000
3.24363E+00	-6.80092E-01	55.00000
3.24312E+00	-6.86480E-01	56.00000
3.24264E+00	-6.91730E-01	57.00000
3.24215E+00	-6.97515E-01	58.00000
3.24163E+00	-7.04216E-01	59.00000
3.24113E+00	-7.10234E-01	60.00000
3.24066E+00	-7.15402E-01	61.00000
3.24015E+00	-7.21474E-01	62.00000
3.23963E+00	-7.28175E-01	63.00000
3.23914E+00	-7.33670E-01	64.00000
3.23866E+00	-7.38776E-01	65.00000
3.23815E+00	-7.45043E-01	66.00000
3.23763E+00	-7.51321E-01	67.00000
3.23716E+00	-7.56427E-01	68.00000
3.23666E+00	-7.62233E-01	69.00000
3.23614E+00	-7.68845E-01	70.00000
3.23564E+00	-7.74462E-01	71.00000
3.23517E+00	-7.79169E-01	72.00000
3.23466E+00	-7.85151E-01	73.00000
3.23414E+00	-7.91464E-01	74.00000
3.23366E+00	-7.96555E-01	75.00000
3.23317E+00	-8.02019E-01	76.00000
3.23266E+00	-8.08413E-01	77.00000
3.23215E+00	-8.14251E-01	78.00000
3.23168E+00	-8.19000E-01	79.00000
3.23117E+00	-8.24722E-01	80.00000
3.23066E+00	-8.31022E-01	81.00000
3.23017E+00	-8.36296E-01	82.00000
3.22969E+00	-8.41121E-01	83.00000
3.22918E+00	-8.47211E-01	84.00000
3.22866E+00	-8.53515E-01	85.00000
3.22819E+00	-8.58233E-01	86.00000
3.22769E+00	-8.63516E-01	87.00000
3.22717E+00	-8.69909E-01	88.00000
3.22668E+00	-8.75311E-01	89.00000
3.22620E+00	-8.79935E-01	90.00000
3.22569E+00	-8.85894E-01	91.00000
3.22518E+00	-8.92090E-01	92.00000
3.22470E+00	-8.97113E-01	93.00000
3.22421E+00	-9.02219E-01	94.00000
3.22369E+00	-9.08407E-01	95.00000
3.22318E+00	-9.14416E-01	96.00000
3.22271E+00	-9.18891E-01	97.00000
3.22221E+00	-9.24219E-01	98.00000
3.22169E+00	-9.30413E-01	99.00000
3.22120E+00	-9.35607E-01	100.00000
3.22073E+00	-9.40205E-01	101.00000
3.22021E+00	-9.46083E-01	102.00000
3.21969E+00	-9.52325E-01	103.00000
3.21922E+00	-9.56979E-01	104.00000
3.21873E+00	-9.62011E-01	105.00000
3.21821E+00	-9.68240E-01	106.00000
3.21771E+00	-9.73896E-01	107.00000
3.21723E+00	-9.78621E-01	108.00000
3.21672E+00	-9.84331E-01	109.00000
3.21620E+00	-9.90460E-01	110.00000
3.21571E+00	-9.95321E-01	111.00000
3.21524E+00	-1.00005E+00	112.00000
3.21472E+00	-1.00604E+00	113.00000
3.21421E+00	-1.01196E+00	114.00000
3.21373E+00	-1.01671E+00	115.00000
3.21325E+00	-1.02182E+00	116.00000
3.21273E+00	-1.02797E+00	117.00000
3.21222E+00	-1.03349E+00	118.00000
3.21175E+00	-1.03796E+00	119.00000
3.21124E+00	-1.04359E+00	120.00000
3.21073E+00	-1.04972E+00	121.00000
3.21024E+00	-1.05451E+00	122.00000
3.20977E+00	-1.05926E+00	123.00000
3.20926E+00	-1.06534E+00	124.00000
3.20874E+00	-1.07122E+00	125.00000
3.20826E+00	-1.07588E+00	126.00000
3.20776E+00	-1.08138E+00	127.00000
3.20725E+00	-1.08744E+00	128.00000
3.20676E+00	-1.09269E+00	129.00000
3.20628E+00	-1.09732E+00	130.00000
3.20577E+00	-1.10311E+00	131.00000
3.20526E+00	-1.10921E+00	132.00000
3.20478E+00	-1.11392E+00	133.00000
3.20428E+00	-1.11914E+00	134.00000
3.20376E+00	-1.12518E+00	135.00000
3.20327E+00	-1.13072E+00	136.00000
3.20279E+00	-1.13537E+00	137.00000
3.20229E+00	-1.14109E+00	138.00000
3.20176E+00	-1.14748E+00	139.00000
3.20127E+00	-1.15246E+00	140.00000
3.20080E+00	-1.15722E+00	141.00000
3.20027E+00	-1.16338E+00	142.00000
3.19976E+00	-1.16939E+00	143.00000
3.19929E+00	-1.17399E+00	144.00000
3.19879E+00	-1.17939E+00	145.00000
3.19827E+00	-1.18547E+00	146.00000
3.19778E+00	-1.19077E+00	147.00000
3.19730E+00	-1.19568E+00	148.00000
3.19679E+00	-1.20157E+00	149.00000
3.19628E+00	-1.20778E+00	150.00000
3.19580E+00	-1.21262E+00	151.00000
3.19531E+00	-1.21768E+00	152.00000
3.19479E+00	-1.22398E+00	153.00000
3.19428E+00	-1.22989E+00	154.00000
3.19381E+00	-1.23449E+00	155.00000
3.19332E+00	-1.23991E+00	156.00000
3.19279E+00	-1.24642E+00	157.00000
3.19230E+00	-1.25181E+00	158.00000
3.19182E+00	-1.25665E+00	159.00000
3.19130E+00	-1.26288E+00	160.00000
3.19079E+00	-1.26916E+00	161.00000
3.19031E+00	-1.27398E+00	162.00000
3.18983E+00	-1.27916E+00	163.00000
3.18932E+00	-1.28529E+00	164.00000
3.18881E+00	-1.29101E+00	165.00000
3.18833E+00	-1.29588E+00	166.00000
3.18783E+00	-1.30162E+00	167.00000
3.18731E+00	-1.30804E+00	168.00000
3.18682E+00	-1.31339E+00	169.00000
3.18634E+00	-1.31842E+00	170.00000
3.18583E+00	-1.32467E+00	171.00000
3.18531E+00	-1.33092E+00	172.00000
3.18483E+00	-1.33584E+00	173.00000
3.18435E+00	-1.34122E+00	174.00000
3.18383E+00	-1.34756E+00	175.00000
3.18333E+00	-1.35317E+00	176.00000
3.18286E+00	-1.35821E+00	177.00000
3.18234E+00	-1.36457E+00	178.00000
3.18182E+00	-1.37112E+00	179.00000
3.18133E+00	-1.37637E+00	180.00000
3.18085E+00	-1.38157E+00	181.00000
3.18034E+00	-1.38796E+00	182.00000
3.17983E+00	-1.39415E+00	183.00000
3.17936E+00	-1.39903E+00	184.00000
3.17886E+00	-1.40487E+00	185.00000
3.17834E+00	-1.41141E+00	186.00000
3.17784E+00	-1.41704E+00	187.00000
