E(V)	i(A/cm²)	T(s)
2.82711E+00	-2.21474E-01	0.00000
2.82687E+00	-2.16873E-01	1.00000
2.82636E+00	-2.14449E-01	2.00000
2.82588E+00	-2.12039E-01	3.00000
2.82538E+00	-2.10445E-01	4.00000
2.82485E+00	-2.09914E-01	5.00000
2.82437E+00	-2.07960E-01	6.00000
2.82390E+00	-2.07492E-01	7.00000
2.82338E+00	-2.07482E-01	8.00000
2.82286E+00	-2.07323E-01	9.00000
2.82238E+00	-2.07267E-01	10.00000
2.82189E+00	-2.07510E-01	11.00000
2.82137E+00	-2.07573E-01	12.00000
2.82088E+00	-2.07283E-01	13.00000
2.82040E+00	-2.07208E-01	14.00000
2.81989E+00	-2.07909E-01	15.00000
2.81937E+00	-2.08211E-01	16.00000
2.81889E+00	-2.08296E-01	17.00000
2.81840E+00	-2.08425E-01	18.00000
2.81788E+00	-2.09065E-01	19.00000
2.81737E+00	-2.09164E-01	20.00000
2.81690E+00	-2.09410E-01	21.00000
2.81640E+00	-2.10349E-01	22.00000
2.81589E+00	-2.11097E-01	23.00000
2.81540E+00	-2.10638E-01	24.00000
2.81492E+00	-2.10734E-01	25.00000
2.81440E+00	-2.11458E-01	26.00000
2.81388E+00	-2.11731E-01	27.00000
2.81340E+00	-2.12063E-01	28.00000
2.81291E+00	-2.12365E-01	29.00000
2.81240E+00	-2.12857E-01	30.00000
2.81190E+00	-2.12709E-01	31.00000
2.81143E+00	-2.12824E-01	32.00000
2.81092E+00	-2.13384E-01	33.00000
2.81040E+00	-2.13609E-01	34.00000
2.80992E+00	-2.13354E-01	35.00000
2.80944E+00	-2.13344E-01	36.00000
2.80892E+00	-2.13725E-01	37.00000
2.80840E+00	-2.13848E-01	38.00000
2.80793E+00	-2.14016E-01	39.00000
2.80743E+00	-2.14480E-01	40.00000
2.80691E+00	-2.14690E-01	41.00000
2.80642E+00	-2.14313E-01	42.00000
2.80594E+00	-2.14257E-01	43.00000
2.80543E+00	-2.14620E-01	44.00000
2.80491E+00	-2.14723E-01	45.00000
2.80444E+00	-2.14698E-01	46.00000
2.80395E+00	-2.14724E-01	47.00000
2.80343E+00	-2.14733E-01	48.00000
2.80292E+00	-2.14727E-01	49.00000
2.80245E+00	-2.14728E-01	50.00000
2.80195E+00	-2.15119E-01	51.00000
2.80143E+00	-2.15250E-01	52.00000
2.80094E+00	-2.14768E-01	53.00000
2.80046E+00	-2.14651E-01	54.00000
2.79995E+00	-2.14910E-01	55.00000
2.79943E+00	-2.14958E-01	56.00000
2.79895E+00	-2.15060E-01	57.00000
2.79845E+00	-2.15146E-01	58.00000
2.79793E+00	-2.15208E-01	59.00000
2.79743E+00	-2.14663E-01	60.00000
2.79696E+00	-2.14503E-01	61.00000
2.79645E+00	-2.14638E-01	62.00000
2.79593E+00	-2.14630E-01	63.00000
2.79545E+00	-2.14106E-01	64.00000
2.79497E+00	-2.13928E-01	65.00000
2.79445E+00	-2.13954E-01	66.00000
2.79393E+00	-2.13903E-01	67.00000
2.79345E+00	-2.13895E-01	68.00000
2.79296E+00	-2.13994E-01	69.00000
2.79244E+00	-2.14025E-01	70.00000
2.79195E+00	-2.13165E-01	71.00000
2.79147E+00	-2.12888E-01	72.00000
2.79096E+00	-2.12829E-01	73.00000
2.79044E+00	-2.12717E-01	74.00000
2.78996E+00	-2.12314E-01	75.00000
2.78947E+00	-2.12274E-01	76.00000
2.78895E+00	-2.12126E-01	77.00000
2.78844E+00	-2.11906E-01	78.00000
2.78797E+00	-2.11784E-01	79.00000
2.78747E+00	-2.11818E-01	80.00000
2.78695E+00	-2.11788E-01	81.00000
2.78646E+00	-2.10976E-01	82.00000
2.78598E+00	-2.10714E-01	83.00000
2.78547E+00	-2.10529E-01	84.00000
2.78496E+00	-2.10379E-01	85.00000
2.78448E+00	-2.10133E-01	86.00000
2.78399E+00	-2.10212E-01	87.00000
2.78347E+00	-2.10156E-01	88.00000
2.78297E+00	-2.09400E-01	89.00000
2.78250E+00	-2.09129E-01	90.00000
2.78199E+00	-2.09078E-01	91.00000
2.78147E+00	-2.08971E-01	92.00000
2.78099E+00	-2.08120E-01	93.00000
2.78051E+00	-2.07925E-01	94.00000
2.77999E+00	-2.07576E-01	95.00000
2.77948E+00	-2.07394E-01	96.00000
2.77900E+00	-2.07218E-01	97.00000
2.77850E+00	-2.07333E-01	98.00000
2.77798E+00	-2.07313E-01	99.00000
2.77748E+00	-2.06533E-01	100.00000
2.77701E+00	-2.06266E-01	101.00000
2.77650E+00	-2.05986E-01	102.00000
2.77598E+00	-2.05803E-01	103.00000
2.77550E+00	-2.05121E-01	104.00000
2.77501E+00	-2.05109E-01	105.00000
2.77449E+00	-2.04877E-01	106.00000
2.77398E+00	-2.04385E-01	107.00000
2.77350E+00	-2.04144E-01	108.00000
2.77301E+00	-2.03988E-01	109.00000
2.77249E+00	-2.03855E-01	110.00000
2.77200E+00	-2.02767E-01	111.00000
2.77152E+00	-2.02440E-01	112.00000
2.77101E+00	-2.02264E-01	113.00000
2.77049E+00	-2.02096E-01	114.00000
2.77001E+00	-2.01763E-01	115.00000
2.76951E+00	-2.01823E-01	116.00000
2.76899E+00	-2.01732E-01	117.00000
2.76849E+00	-2.00846E-01	118.00000
2.76802E+00	-2.00339E-01	119.00000
2.76752E+00	-2.00193E-01	120.00000
2.76700E+00	-1.99975E-01	121.00000
2.76651E+00	-1.98669E-01	122.00000
