E(V)	i(A/cm²)	T(s)
2.55307E+00	-3.64306E-02	0.00000
2.55283E+00	-3.52797E-02	1.00000
2.55232E+00	-3.46643E-02	2.00000
2.55185E+00	-3.43073E-02	3.00000
2.55134E+00	-3.41564E-02	4.00000
2.55082E+00	-3.40137E-02	5.00000
2.55033E+00	-3.35480E-02	6.00000
2.54985E+00	-3.35382E-02	7.00000
2.54934E+00	-3.33797E-02	8.00000
2.54883E+00	-3.32946E-02	9.00000
2.54835E+00	-3.32134E-02	10.00000
2.54786E+00	-3.33388E-02	11.00000
2.54733E+00	-3.33535E-02	12.00000
2.54683E+00	-3.31275E-02	13.00000
2.54636E+00	-3.30571E-02	14.00000
2.54585E+00	-3.30712E-02	15.00000
2.54533E+00	-3.30524E-02	16.00000
2.54485E+00	-3.29918E-02	17.00000
2.54436E+00	-3.29794E-02	18.00000
2.54385E+00	-3.29551E-02	19.00000
2.54334E+00	-3.27760E-02	20.00000
2.54287E+00	-3.27082E-02	21.00000
2.54236E+00	-3.27737E-02	22.00000
2.54184E+00	-3.27730E-02	23.00000
2.54135E+00	-3.24509E-02	24.00000
2.54087E+00	-3.23433E-02	25.00000
2.54036E+00	-3.22760E-02	26.00000
2.53984E+00	-3.22177E-02	27.00000
2.53936E+00	-3.21759E-02	28.00000
2.53887E+00	-3.22334E-02	29.00000
2.53836E+00	-3.22386E-02	30.00000
2.53785E+00	-3.19318E-02	31.00000
2.53738E+00	-3.18313E-02	32.00000
2.53687E+00	-3.17555E-02	33.00000
2.53634E+00	-3.16967E-02	34.00000
2.53586E+00	-3.13370E-02	35.00000
2.53538E+00	-3.12816E-02	36.00000
2.53486E+00	-3.11432E-02	37.00000
2.53435E+00	-3.10027E-02	38.00000
2.53388E+00	-3.09097E-02	39.00000
2.53338E+00	-3.08588E-02	40.00000
2.53287E+00	-3.08109E-02	41.00000
2.53237E+00	-3.03624E-02	42.00000
2.53190E+00	-3.02618E-02	43.00000
2.53140E+00	-3.01068E-02	44.00000
2.53088E+00	-3.00215E-02	45.00000
2.53039E+00	-2.97516E-02	46.00000
2.52991E+00	-2.97406E-02	47.00000
2.52940E+00	-2.96765E-02	48.00000
2.52889E+00	-2.94166E-02	49.00000
2.52841E+00	-2.93087E-02	50.00000
2.52791E+00	-2.92610E-02	51.00000
2.52738E+00	-2.92091E-02	52.00000
2.52689E+00	-2.87655E-02	53.00000
2.52641E+00	-2.86681E-02	54.00000
2.52590E+00	-2.84877E-02	55.00000
2.52538E+00	-2.83872E-02	56.00000
2.52491E+00	-2.82527E-02	57.00000
2.52442E+00	-2.82589E-02	58.00000
2.52390E+00	-2.82234E-02	59.00000
2.52340E+00	-2.78215E-02	60.00000
2.52292E+00	-2.77092E-02	61.00000
2.52241E+00	-2.75847E-02	62.00000
2.52189E+00	-2.75058E-02	63.00000
2.52140E+00	-2.71267E-02	64.00000
2.52092E+00	-2.70945E-02	65.00000
2.52040E+00	-2.69574E-02	66.00000
2.51989E+00	-2.67841E-02	67.00000
2.51942E+00	-2.66806E-02	68.00000
2.51892E+00	-2.66323E-02	69.00000
2.51840E+00	-2.65817E-02	70.00000
2.51791E+00	-2.61543E-02	71.00000
2.51743E+00	-2.60617E-02	72.00000
2.51692E+00	-2.58884E-02	73.00000
2.51641E+00	-2.57998E-02	74.00000
2.51593E+00	-2.55900E-02	75.00000
2.51544E+00	-2.56280E-02	76.00000
2.51492E+00	-2.55797E-02	77.00000
2.51442E+00	-2.53015E-02	78.00000
2.51394E+00	-2.51927E-02	79.00000
2.51344E+00	-2.50827E-02	80.00000
2.51292E+00	-2.50097E-02	81.00000
2.51243E+00	-2.46203E-02	82.00000
2.51195E+00	-2.45758E-02	83.00000
2.51144E+00	-2.44312E-02	84.00000
2.51092E+00	-2.43562E-02	85.00000
2.51044E+00	-2.42829E-02	86.00000
2.50995E+00	-2.43244E-02	87.00000
2.50943E+00	-2.43139E-02	88.00000
2.50893E+00	-2.39405E-02	89.00000
2.50846E+00	-2.38126E-02	90.00000
2.50796E+00	-2.37184E-02	91.00000
2.50743E+00	-2.36443E-02	92.00000
2.50694E+00	-2.33709E-02	93.00000
2.50646E+00	-2.33606E-02	94.00000
2.50594E+00	-2.32660E-02	95.00000
2.50543E+00	-2.30821E-02	96.00000
2.50496E+00	-2.29893E-02	97.00000
2.50447E+00	-2.29450E-02	98.00000
2.50394E+00	-2.28994E-02	99.00000
2.50345E+00	-2.24812E-02	100.00000
2.50297E+00	-2.23871E-02	101.00000
2.50246E+00	-2.22962E-02	102.00000
2.50194E+00	-2.22346E-02	103.00000
2.50146E+00	-2.21797E-02	104.00000
2.50097E+00	-2.22328E-02	105.00000
2.50046E+00	-2.22322E-02	106.00000
2.49995E+00	-2.19660E-02	107.00000
2.49947E+00	-2.18771E-02	108.00000
2.49897E+00	-2.18146E-02	109.00000
2.49845E+00	-2.17642E-02	110.00000
2.49796E+00	-2.14634E-02	111.00000
2.49748E+00	-2.14177E-02	112.00000
2.49697E+00	-2.13022E-02	113.00000
2.49646E+00	-2.12174E-02	114.00000
2.49597E+00	-2.11507E-02	115.00000
2.49548E+00	-2.12081E-02	116.00000
2.49497E+00	-2.12050E-02	117.00000
2.49447E+00	-2.09064E-02	118.00000
2.49399E+00	-2.08058E-02	119.00000
2.49352E+00	-2.05499E-02	120.00000
2.49337E+00	-1.86367E-02	121.00000
2.49347E+00	-1.42049E-02	122.00000
2.49367E+00	-9.21100E-03	123.00000
2.49410E+00	-4.26950E-03	124.00000
2.49458E+00	-4.23429E-04	125.00000
2.49505E+00	2.33818E-03	126.00000
2.49554E+00	5.40866E-03	127.00000
2.49606E+00	8.33833E-03	128.00000
2.49655E+00	1.01291E-02	129.00000
2.49702E+00	1.15243E-02	130.00000
2.49753E+00	1.35808E-02	131.00000
2.49805E+00	1.53852E-02	132.00000
2.49854E+00	1.62555E-02	133.00000
2.49902E+00	1.74477E-02	134.00000
2.49955E+00	1.89111E-02	135.00000
2.50005E+00	1.98784E-02	136.00000
2.50052E+00	2.02898E-02	137.00000
2.50102E+00	2.14459E-02	138.00000
2.50155E+00	2.26825E-02	139.00000
2.50203E+00	2.30947E-02	140.00000
2.50251E+00	2.35528E-02	141.00000
2.50302E+00	2.44557E-02	142.00000
2.50354E+00	2.51154E-02	143.00000
2.50402E+00	2.53353E-02	144.00000
2.50451E+00	2.60410E-02	145.00000
2.50502E+00	2.68716E-02	146.00000
2.50552E+00	2.71485E-02	147.00000
2.50600E+00	2.72408E-02	148.00000
2.50650E+00	2.78790E-02	149.00000
2.50703E+00	2.85193E-02	150.00000
2.50751E+00	2.87327E-02	151.00000
2.50799E+00	2.90646E-02	152.00000
2.50851E+00	2.96538E-02	153.00000
2.50902E+00	2.98692E-02	154.00000
2.50950E+00	2.99410E-02	155.00000
2.51000E+00	3.04475E-02	156.00000
2.51052E+00	3.10179E-02	157.00000
2.51100E+00	3.11881E-02	158.00000
2.51148E+00	3.12448E-02	159.00000
2.51199E+00	3.16683E-02	160.00000
2.51251E+00	3.19413E-02	161.00000
2.51299E+00	3.20324E-02	162.00000
2.51348E+00	3.24907E-02	163.00000
2.51400E+00	3.30217E-02	164.00000
2.51450E+00	3.30189E-02	165.00000
2.51497E+00	3.30388E-02	166.00000
2.51547E+00	3.34492E-02	167.00000
2.51599E+00	3.38297E-02	168.00000
2.51648E+00	3.39566E-02	169.00000
2.51696E+00	3.41003E-02	170.00000
2.51748E+00	3.45123E-02	171.00000
2.51799E+00	3.46107E-02	172.00000
2.51846E+00	3.46817E-02	173.00000
2.51896E+00	3.51468E-02	174.00000
2.51948E+00	3.55775E-02	175.00000
2.51998E+00	3.55372E-02	176.00000
2.52045E+00	3.55704E-02	177.00000
2.52096E+00	3.59515E-02	178.00000
2.52147E+00	3.62493E-02	179.00000
2.52196E+00	3.63486E-02	180.00000
2.52245E+00	3.65963E-02	181.00000
2.52296E+00	3.69598E-02	182.00000
2.52347E+00	3.69601E-02	183.00000
2.52394E+00	3.70040E-02	184.00000
2.52444E+00	3.74223E-02	185.00000
2.52496E+00	3.78066E-02	186.00000
2.52545E+00	3.78158E-02	187.00000
2.52593E+00	3.78562E-02	188.00000
2.52644E+00	3.81600E-02	189.00000
2.52696E+00	3.83612E-02	190.00000
2.52744E+00	3.84282E-02	191.00000
2.52793E+00	3.88367E-02	192.00000
2.52845E+00	3.92621E-02	193.00000
2.52895E+00	3.91911E-02	194.00000
2.52942E+00	3.92274E-02	195.00000
2.52993E+00	3.95945E-02	196.00000
2.53045E+00	3.99243E-02	197.00000
2.53094E+00	4.00342E-02	198.00000
2.53141E+00	4.01158E-02	199.00000
2.53192E+00	4.03858E-02	200.00000
2.53243E+00	4.04888E-02	201.00000
2.53291E+00	4.05231E-02	202.00000
2.53341E+00	4.09745E-02	203.00000
2.53393E+00	4.13484E-02	204.00000
2.53442E+00	4.12412E-02	205.00000
2.53489E+00	4.12686E-02	206.00000
2.53539E+00	4.16016E-02	207.00000
2.53592E+00	4.18681E-02	208.00000
2.53640E+00	4.19570E-02	209.00000
2.53689E+00	4.22489E-02	210.00000
2.53741E+00	4.26453E-02	211.00000
2.53791E+00	4.26167E-02	212.00000
2.53839E+00	4.26759E-02	213.00000
2.53889E+00	4.30287E-02	214.00000
2.53941E+00	4.33758E-02	215.00000
2.53990E+00	4.34436E-02	216.00000
2.54037E+00	4.34898E-02	217.00000
2.54088E+00	4.38332E-02	218.00000
2.54141E+00	4.40476E-02	219.00000
2.54189E+00	4.41191E-02	220.00000
2.54238E+00	4.45313E-02	221.00000
2.54290E+00	4.49437E-02	222.00000
2.54340E+00	4.48204E-02	223.00000
2.54387E+00	4.48789E-02	224.00000
2.54437E+00	4.51860E-02	225.00000
2.54490E+00	4.54426E-02	226.00000
2.54538E+00	4.55282E-02	227.00000
2.54586E+00	4.57137E-02	228.00000
2.54637E+00	4.61341E-02	229.00000
2.54689E+00	4.62222E-02	230.00000
2.54736E+00	4.62915E-02	231.00000
2.54786E+00	4.67076E-02	232.00000
2.54838E+00	4.71047E-02	233.00000
2.54888E+00	4.70493E-02	234.00000
2.54935E+00	4.70665E-02	235.00000
2.54986E+00	4.73965E-02	236.00000
2.55037E+00	4.76920E-02	237.00000
2.55085E+00	4.77905E-02	238.00000
2.55134E+00	4.80808E-02	239.00000
2.55186E+00	4.84926E-02	240.00000
2.55236E+00	4.84740E-02	241.00000
2.55283E+00	4.85345E-02	242.00000
2.55333E+00	4.89122E-02	243.00000
2.55385E+00	4.92842E-02	244.00000
2.55434E+00	4.94082E-02	245.00000
2.55482E+00	4.94775E-02	246.00000
2.55534E+00	4.98733E-02	247.00000
2.55586E+00	5.00611E-02	248.00000
2.55633E+00	5.01238E-02	249.00000
2.55683E+00	5.06064E-02	250.00000
2.55735E+00	5.10928E-02	251.00000
2.55785E+00	5.10071E-02	252.00000
2.55832E+00	5.10459E-02	253.00000
2.55882E+00	5.14209E-02	254.00000
2.55934E+00	5.17359E-02	255.00000
