Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.29938840866089	6.02684E+00	1.19965E-01	4.45110E-02	1.27956E-01	20.3565	0
7.91234E+03	10	3.29938840866089	7.55699E+00	1.20171E-01	3.43198E-02	1.24976E-01	15.9389	0
6.26052E+03	10	3.29938840866089	9.13147E+00	1.20490E-01	2.60775E-02	1.23280E-01	12.212	0
4.95354E+03	10	3.29938840866089	1.07799E+01	1.20983E-01	2.00953E-02	1.22640E-01	9.43075	0
3.91941E+03	10	3.29938840866089	1.24861E+01	1.21486E-01	1.50116E-02	1.22410E-01	7.04415	0
3.10117E+03	10	3.29938840866089	1.42887E+01	1.22019E-01	1.10370E-02	1.22517E-01	5.16849	0
2.45375E+03	10	3.29938840866089	1.62168E+01	1.22581E-01	7.82371E-03	1.22830E-01	3.65194	0
1.94149E+03	10	3.29938840866089	1.78376E+01	1.23075E-01	5.46441E-03	1.23196E-01	2.54221	0
1.53618E+03	10	3.29938840866089	1.96099E+01	1.23710E-01	3.45783E-03	1.23758E-01	1.60106	0
1.21547E+03	10	3.29938840866089	2.15112E+01	1.24300E-01	1.90998E-03	1.24315E-01	0.88033	0
9.61725E+02	10	3.29938840866089	2.30162E+01	1.24837E-01	7.23547E-04	1.24839E-01	0.332078	0
7.60950E+02	10	3.29938840866089	2.46343E+01	1.25427E-01	-2.04279E-04	1.25427E-01	-0.0933157	0
6.02090E+02	10	3.29938840866089	2.64151E+01	1.25970E-01	-9.84014E-04	1.25974E-01	-0.447556	0
4.76394E+02	10	3.29938840866089	2.83957E+01	1.26486E-01	-1.58609E-03	1.26496E-01	-0.718433	0
3.76939E+02	10	3.29938840866089	3.06444E+01	1.27083E-01	-2.07917E-03	1.27100E-01	-0.937317	0
2.98247E+02	10	3.29938840866089	3.31866E+01	1.27639E-01	-2.46406E-03	1.27662E-01	-1.10596	0
2.35983E+02	10	3.29938840866089	3.67592E+01	1.29149E-01	-2.76516E-03	1.29178E-01	-1.22655	0
1.86718E+02	10	3.29938840866089	4.01417E+01	1.29708E-01	-3.03443E-03	1.29744E-01	-1.34015	0
1.47738E+02	10	3.29938840866089	4.33339E+01	1.30319E-01	-3.26997E-03	1.30360E-01	-1.43737	0
1.16895E+02	10	3.29938840866089	4.71441E+01	1.30896E-01	-3.46948E-03	1.30942E-01	-1.51831	0
9.24915E+01	10	3.29938840866089	4.86162E+01	1.31394E-01	-3.49731E-03	1.31440E-01	-1.52468	0
7.31824E+01	10	3.29938840866089	5.01389E+01	1.31993E-01	-3.56508E-03	1.32041E-01	-1.54716	0
5.79045E+01	10	3.29938840866089	5.18314E+01	1.32633E-01	-3.59536E-03	1.32681E-01	-1.55278	0
4.58160E+01	10	3.29938840866089	5.28430E+01	1.33209E-01	-3.62935E-03	1.33258E-01	-1.56067	0
3.62512E+01	10	3.29938840866089	5.39052E+01	1.33837E-01	-3.48492E-03	1.33882E-01	-1.49156	0
2.86832E+01	10	3.29938840866089	5.51156E+01	1.34221E-01	-3.53601E-03	1.34267E-01	-1.50909	0
2.26951E+01	10	3.29938840866089	5.63140E+01	1.34882E-01	-3.37864E-03	1.34925E-01	-1.43489	0
1.79572E+01	10	3.29938840866089	5.76138E+01	1.35427E-01	-3.19333E-03	1.35465E-01	-1.35076	0
1.42083E+01	10	3.29938840866089	5.90265E+01	1.35891E-01	-3.12864E-03	1.35927E-01	-1.3189	0
1.12421E+01	10	3.29938840866089	6.06059E+01	1.36333E-01	-2.94315E-03	1.36365E-01	-1.23671	0
8.89514E+00	10	3.29938840866089	6.17986E+01	1.36745E-01	-2.89733E-03	1.36775E-01	-1.21379	0
7.03814E+00	10	3.29938840866089	6.30894E+01	1.37114E-01	-2.62861E-03	1.37139E-01	-1.09828	0
5.56882E+00	10	3.29938840866089	6.44916E+01	1.37449E-01	-2.57229E-03	1.37473E-01	-1.07214	0
4.40624E+00	10	3.29938840866089	6.60320E+01	1.37772E-01	-2.36124E-03	1.37792E-01	-0.981881	0
3.48637E+00	10	3.29938840866089	6.77752E+01	1.38079E-01	-2.30192E-03	1.38098E-01	-0.955093	0
2.75853E+00	10	3.29938840866089	6.97651E+01	1.38362E-01	-2.18310E-03	1.38379E-01	-0.903946	0
2.18265E+00	10	3.29938840866089	7.20758E+01	1.38664E-01	-2.06159E-03	1.38680E-01	-0.851784	0
1.72698E+00	10	3.29938840866089	7.47208E+01	1.38842E-01	-1.98925E-03	1.38856E-01	-0.820847	0
1.36645E+00	10	3.29938840866089	7.78744E+01	1.39025E-01	-1.94985E-03	1.39039E-01	-0.80353	0
1.08118E+00	10	3.29938840866089	8.16269E+01	1.39228E-01	-1.97922E-03	1.39242E-01	-0.814443	0
8.55468E-01	10	3.29938840866089	8.62050E+01	1.39466E-01	-1.97098E-03	1.39480E-01	-0.809666	0
