Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.33209419250488	5.38727E+00	1.50931E-01	6.87774E-02	1.65863E-01	24.4981	1
7.91234E+03	10	3.33209419250488	7.98078E+00	1.14942E-01	3.89299E-02	1.21356E-01	18.7108	0
6.26052E+03	10	3.33209419250488	9.54569E+00	1.13990E-01	3.03262E-02	1.17955E-01	14.898	0
4.95354E+03	10	3.33209419250488	1.11876E+01	1.13458E-01	2.40010E-02	1.15968E-01	11.9444	0
3.91941E+03	10	3.33209419250488	1.29041E+01	1.13143E-01	1.88113E-02	1.14696E-01	9.4397	0
3.10117E+03	10	3.33209419250488	1.47023E+01	1.12963E-01	1.46935E-02	1.13914E-01	7.4111	0
2.45375E+03	10	3.33209419250488	1.66202E+01	1.12889E-01	1.13927E-02	1.13462E-01	5.76273	0
1.94149E+03	10	3.33209419250488	1.82633E+01	1.12905E-01	8.91617E-03	1.13257E-01	4.51529	0
1.53618E+03	10	3.33209419250488	2.00016E+01	1.12944E-01	6.79247E-03	1.13148E-01	3.44163	0
1.21547E+03	10	3.33209419250488	2.19102E+01	1.13052E-01	5.19187E-03	1.13171E-01	2.62943	0
9.61725E+02	10	3.33209419250488	2.34164E+01	1.13647E-01	4.07810E-03	1.13721E-01	2.05511	0
7.60950E+02	10	3.33209419250488	2.50430E+01	1.13750E-01	3.01787E-03	1.13790E-01	1.51974	0
6.02090E+02	10	3.33209419250488	2.68628E+01	1.13914E-01	2.22400E-03	1.13936E-01	1.11847	0
4.76394E+02	10	3.33209419250488	2.88154E+01	1.14027E-01	1.59597E-03	1.14038E-01	0.80188	0
3.76939E+02	10	3.33209419250488	3.10579E+01	1.14148E-01	1.06921E-03	1.14153E-01	0.536667	0
2.98247E+02	10	3.33209419250488	3.35922E+01	1.14271E-01	6.59653E-04	1.14272E-01	0.330749	0
2.35983E+02	10	3.33209419250488	3.71798E+01	1.15224E-01	3.26632E-04	1.15224E-01	0.162419	0
1.86718E+02	10	3.33209419250488	4.05514E+01	1.15355E-01	6.77106E-05	1.15355E-01	0.0336312	0
1.47738E+02	10	3.33209419250488	4.37634E+01	1.15557E-01	-1.81257E-04	1.15558E-01	-0.089871	0
