Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.28587555885315	5.96611E+00	1.17867E-01	4.38579E-02	1.25763E-01	20.41	0
7.91234E+03	10	3.28587555885315	7.48094E+00	1.18205E-01	3.37900E-02	1.22940E-01	15.9531	0
6.26052E+03	10	3.28587555885315	9.05146E+00	1.18563E-01	2.56480E-02	1.21305E-01	12.2064	0
4.95354E+03	10	3.28587555885315	1.06955E+01	1.19118E-01	1.96805E-02	1.20733E-01	9.38161	0
3.91941E+03	10	3.28587555885315	1.24027E+01	1.19589E-01	1.47422E-02	1.20495E-01	7.0276	0
3.10117E+03	10	3.28587555885315	1.41889E+01	1.20160E-01	1.08434E-02	1.20648E-01	5.15645	0
2.45375E+03	10	3.28587555885315	1.61065E+01	1.20704E-01	7.68304E-03	1.20949E-01	3.64206	0
1.94149E+03	10	3.28587555885315	1.77469E+01	1.21190E-01	5.36088E-03	1.21309E-01	2.53283	0
1.53618E+03	10	3.28587555885315	1.95064E+01	1.21788E-01	3.37488E-03	1.21835E-01	1.58732	0
1.21547E+03	10	3.28587555885315	2.14069E+01	1.22351E-01	1.82837E-03	1.22365E-01	0.856144	0
9.61725E+02	10	3.28587555885315	2.29036E+01	1.22867E-01	6.27940E-04	1.22869E-01	0.29282	0
7.60950E+02	10	3.28587555885315	2.45615E+01	1.23396E-01	-3.42832E-04	1.23396E-01	-0.159185	0
6.02090E+02	10	3.28587555885315	2.63132E+01	1.23941E-01	-1.14029E-03	1.23946E-01	-0.527122	0
4.76394E+02	10	3.28587555885315	2.82985E+01	1.24477E-01	-1.74365E-03	1.24490E-01	-0.802535	0
3.76939E+02	10	3.28587555885315	3.05353E+01	1.25015E-01	-2.27540E-03	1.25036E-01	-1.04273	0
2.98247E+02	10	3.28587555885315	3.30796E+01	1.25567E-01	-2.70076E-03	1.25596E-01	-1.23216	0
2.35983E+02	10	3.28587555885315	3.66568E+01	1.27057E-01	-3.04219E-03	1.27094E-01	-1.3716	0
1.86718E+02	10	3.28587555885315	4.00549E+01	1.27625E-01	-3.34596E-03	1.27669E-01	-1.50178	0
1.47738E+02	10	3.28587555885315	4.32364E+01	1.28224E-01	-3.62407E-03	1.28275E-01	-1.61895	0
1.16895E+02	10	3.28587555885315	4.70519E+01	1.28827E-01	-3.85946E-03	1.28885E-01	-1.71598	0
