Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.01758337020874	6.70701E+00	1.16289E-01	4.61933E-02	1.25128E-01	21.6644	0
7.91234E+03	10	3.01758337020874	8.24312E+00	1.16485E-01	3.58898E-02	1.21889E-01	17.1244	0
6.26052E+03	10	3.01758337020874	9.81837E+00	1.16648E-01	2.76678E-02	1.19884E-01	13.3435	0
4.95354E+03	10	3.01758337020874	1.14590E+01	1.16981E-01	2.15704E-02	1.18953E-01	10.4475	0
3.91941E+03	10	3.01758337020874	1.31695E+01	1.17325E-01	1.65496E-02	1.18486E-01	8.02905	0
3.10117E+03	10	3.01758337020874	1.49631E+01	1.17677E-01	1.25842E-02	1.18348E-01	6.10393	0
2.45375E+03	10	3.01758337020874	1.68895E+01	1.18025E-01	9.38784E-03	1.18398E-01	4.5478	0
1.94149E+03	10	3.01758337020874	1.85234E+01	1.18306E-01	7.02557E-03	1.18515E-01	3.39849	0
1.53618E+03	10	3.01758337020874	2.02766E+01	1.18708E-01	4.97859E-03	1.18813E-01	2.40156	0
1.21547E+03	10	3.01758337020874	2.21877E+01	1.19068E-01	3.40803E-03	1.19116E-01	1.63951	0
9.61725E+02	10	3.01758337020874	2.36935E+01	1.19339E-01	2.19642E-03	1.19359E-01	1.0544	0
7.60950E+02	10	3.01758337020874	2.53058E+01	1.19666E-01	1.16259E-03	1.19672E-01	0.556624	0
6.02090E+02	10	3.01758337020874	2.70940E+01	1.20019E-01	3.38999E-04	1.20019E-01	0.161835	0
4.76394E+02	10	3.01758337020874	2.90784E+01	1.20351E-01	-3.69821E-04	1.20352E-01	-0.17606	0
3.76939E+02	10	3.01758337020874	3.13217E+01	1.20730E-01	-9.45730E-04	1.20734E-01	-0.448813	0
2.98247E+02	10	3.01758337020874	3.38474E+01	1.21097E-01	-1.45436E-03	1.21106E-01	-0.688085	0
2.35983E+02	10	3.01758337020874	3.74241E+01	1.22449E-01	-1.86001E-03	1.22463E-01	-0.870262	0
1.86718E+02	10	3.01758337020874	4.08100E+01	1.22901E-01	-2.24632E-03	1.22922E-01	-1.0471	0
1.47738E+02	10	3.01758337020874	4.40057E+01	1.23374E-01	-2.60856E-03	1.23402E-01	-1.21125	0
1.16895E+02	10	3.01758337020874	4.78021E+01	1.23899E-01	-2.93030E-03	1.23934E-01	-1.35483	0
9.24915E+01	10	3.01758337020874	4.92760E+01	1.24351E-01	-3.11990E-03	1.24390E-01	-1.43722	0
7.31824E+01	10	3.01758337020874	5.07928E+01	1.24913E-01	-3.31377E-03	1.24957E-01	-1.51962	0
5.79045E+01	10	3.01758337020874	5.24952E+01	1.25522E-01	-3.48828E-03	1.25571E-01	-1.59184	0
4.58160E+01	10	3.01758337020874	5.35100E+01	1.26100E-01	-3.58355E-03	1.26151E-01	-1.62781	0
3.62512E+01	10	3.01758337020874	5.45618E+01	1.26774E-01	-3.66384E-03	1.26827E-01	-1.65542	0
2.86832E+01	10	3.01758337020874	5.57744E+01	1.27266E-01	-3.86693E-03	1.27325E-01	-1.74037	0
2.26951E+01	10	3.01758337020874	5.69535E+01	1.27986E-01	-3.90558E-03	1.28045E-01	-1.74788	0
1.79572E+01	10	3.01758337020874	5.82713E+01	1.28652E-01	-3.83639E-03	1.28709E-01	-1.70805	0
1.42083E+01	10	3.01758337020874	5.96835E+01	1.29249E-01	-3.77886E-03	1.29304E-01	-1.67468	0
