Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.29168725013733	5.90998E+00	1.10168E-01	4.81775E-02	1.20242E-01	23.6202	0
7.91234E+03	10	3.29168725013733	7.44891E+00	1.09739E-01	3.79131E-02	1.16104E-01	19.0592	0
6.26052E+03	10	3.29168725013733	9.02538E+00	1.09474E-01	2.96332E-02	1.13414E-01	15.1463	0
4.95354E+03	10	3.29168725013733	1.06662E+01	1.09447E-01	2.35758E-02	1.11957E-01	12.1563	0
3.91941E+03	10	3.29168725013733	1.23691E+01	1.09413E-01	1.84048E-02	1.10950E-01	9.54857	0
3.10117E+03	10	3.29168725013733	1.41673E+01	1.09466E-01	1.43695E-02	1.10406E-01	7.47837	0
2.45375E+03	10	3.29168725013733	1.60910E+01	1.09504E-01	1.10914E-02	1.10065E-01	5.78361	0
1.94149E+03	10	3.29168725013733	1.77155E+01	1.09554E-01	8.65342E-03	1.09895E-01	4.5163	0
1.53618E+03	10	3.29168725013733	1.94747E+01	1.09708E-01	6.57462E-03	1.09905E-01	3.42953	0
1.21547E+03	10	3.29168725013733	2.13718E+01	1.09836E-01	4.94810E-03	1.09947E-01	2.57943	0
9.61725E+02	10	3.29168725013733	2.28725E+01	1.09938E-01	3.66564E-03	1.09999E-01	1.9097	0
7.60950E+02	10	3.29168725013733	2.45005E+01	1.10083E-01	2.60690E-03	1.10114E-01	1.35658	0
6.02090E+02	10	3.29168725013733	2.62905E+01	1.10262E-01	1.75824E-03	1.10277E-01	0.913559	0
4.76394E+02	10	3.29168725013733	2.82632E+01	1.10457E-01	1.11202E-03	1.10463E-01	0.576803	0
3.76939E+02	10	3.29168725013733	3.05064E+01	1.10665E-01	5.39305E-04	1.10666E-01	0.279218	0
2.98247E+02	10	3.29168725013733	3.30628E+01	1.10880E-01	1.08772E-04	1.10880E-01	0.0562066	0
2.35983E+02	10	3.29168725013733	3.66227E+01	1.11949E-01	-1.80367E-04	1.11949E-01	-0.0923121	0
1.86718E+02	10	3.29168725013733	4.00205E+01	1.12204E-01	-4.57684E-04	1.12205E-01	-0.23371	0
1.47738E+02	10	3.29168725013733	4.32167E+01	1.12444E-01	-6.47791E-04	1.12446E-01	-0.330078	0
1.16895E+02	10	3.29168725013733	4.70065E+01	1.12688E-01	-7.81785E-04	1.12691E-01	-0.397488	0
9.24915E+01	10	3.29168725013733	4.84726E+01	1.12825E-01	-8.35894E-04	1.12828E-01	-0.424484	0
7.31824E+01	10	3.29168725013733	5.00105E+01	1.13020E-01	-9.13352E-04	1.13024E-01	-0.463016	0
5.79045E+01	10	3.29168725013733	5.16956E+01	1.13222E-01	-8.95406E-04	1.13226E-01	-0.453108	0
4.58160E+01	10	3.29168725013733	5.26940E+01	1.13407E-01	-9.15039E-04	1.13411E-01	-0.462287	0
3.62512E+01	10	3.29168725013733	5.37544E+01	1.13546E-01	-9.06387E-04	1.13549E-01	-0.457359	0
2.86832E+01	10	3.29168725013733	5.49692E+01	1.13707E-01	-9.41379E-04	1.13711E-01	-0.474341	0
2.26951E+01	10	3.29168725013733	5.61703E+01	1.13816E-01	-9.09465E-04	1.13819E-01	-0.457823	0
1.79572E+01	10	3.29168725013733	5.74593E+01	1.13952E-01	-8.52547E-04	1.13955E-01	-0.428659	0
1.42083E+01	10	3.29168725013733	5.88801E+01	1.14085E-01	-8.52428E-04	1.14089E-01	-0.428097	0
1.12421E+01	10	3.29168725013733	6.04681E+01	1.14185E-01	-8.60080E-04	1.14189E-01	-0.431561	0
8.89514E+00	10	3.29168725013733	6.16460E+01	1.14321E-01	-8.13649E-04	1.14323E-01	-0.407782	0
7.03814E+00	10	3.29168725013733	6.29260E+01	1.14409E-01	-7.84546E-04	1.14412E-01	-0.392891	0
5.56882E+00	10	3.29168725013733	6.43294E+01	1.14535E-01	-7.81688E-04	1.14538E-01	-0.39103	0
4.40624E+00	10	3.29168725013733	6.58749E+01	1.14590E-01	-7.83830E-04	1.14593E-01	-0.391914	0
3.48637E+00	10	3.29168725013733	6.76168E+01	1.14701E-01	-8.10718E-04	1.14703E-01	-0.404967	0
2.75853E+00	10	3.29168725013733	6.95973E+01	1.14829E-01	-8.43104E-04	1.14832E-01	-0.420672	0
2.18265E+00	10	3.29168725013733	7.19105E+01	1.14916E-01	-7.97552E-04	1.14918E-01	-0.397645	0
1.72698E+00	10	3.29168725013733	7.45650E+01	1.15007E-01	-8.53290E-04	1.15010E-01	-0.425097	0
1.36645E+00	10	3.29168725013733	7.77180E+01	1.15052E-01	-9.19306E-04	1.15056E-01	-0.457802	0
1.08118E+00	10	3.29168725013733	8.14660E+01	1.15169E-01	-9.80143E-04	1.15173E-01	-0.487603	0
8.55468E-01	10	3.29168725013733	8.60146E+01	1.15273E-01	-1.04667E-03	1.15278E-01	-0.520229	0
6.76875E-01	10	3.29168725013733	9.15543E+01	1.15380E-01	-1.10292E-03	1.15385E-01	-0.547673	0
5.35567E-01	10	3.29168725013733	9.82813E+01	1.15538E-01	-1.18297E-03	1.15544E-01	-0.586618	0
4.23759E-01	10	3.29168725013733	1.06589E+02	1.15681E-01	-1.30179E-03	1.15688E-01	-0.64474	0
3.35293E-01	10	3.29168725013733	1.16845E+02	1.15826E-01	-1.44761E-03	1.15835E-01	-0.716057	0
2.65295E-01	10	3.29168725013733	1.25489E+02	1.16022E-01	-1.46542E-03	1.16031E-01	-0.723639	0
2.09910E-01	10	3.29168725013733	1.36076E+02	1.16198E-01	-1.63782E-03	1.16210E-01	-0.807533	0
1.66088E-01	10	3.29168725013733	1.49200E+02	1.16296E-01	-1.84260E-03	1.16311E-01	-0.907721	0
1.31415E-01	10	3.29168725013733	1.65586E+02	1.16518E-01	-2.08932E-03	1.16536E-01	-1.02728	0
1.03980E-01	10	3.29168725013733	1.86048E+02	1.16729E-01	-2.36194E-03	1.16753E-01	-1.15919	0
8.22724E-02	10	3.29168725013733	1.99195E+02	1.17007E-01	-2.66098E-03	1.17037E-01	-1.30279	0
6.50968E-02	10	3.29168725013733	2.15580E+02	1.17275E-01	-3.05578E-03	1.17315E-01	-1.49259	0
5.15068E-02	10	3.29168725013733	2.36049E+02	1.17606E-01	-3.56372E-03	1.17660E-01	-1.73566	0
4.07539E-02	10	3.29168725013733	2.61705E+02	1.18043E-01	-4.10085E-03	1.18114E-01	-1.98968	0
3.22459E-02	10	3.29168725013733	2.93889E+02	1.18475E-01	-4.73722E-03	1.18569E-01	-2.28976	0
2.55141E-02	10	3.29168725013733	3.34358E+02	1.18989E-01	-5.56099E-03	1.19119E-01	-2.6758	0
2.01876E-02	10	3.29168725013733	3.85239E+02	1.19706E-01	-6.47133E-03	1.19881E-01	-3.09441	0
1.59731E-02	10	3.29168725013733	4.49295E+02	1.20540E-01	-7.48711E-03	1.20772E-01	-3.55425	0
1.26385E-02	10	3.29168725013733	5.30025E+02	1.21537E-01	-8.63987E-03	1.21844E-01	-4.06623	0
1.00000E-02	10	3.29168725013733	6.31788E+02	1.22729E-01	-9.87260E-03	1.23126E-01	-4.59909	0
