Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.33482599258423	5.70243E+00	1.56226E-01	7.25110E-02	1.72234E-01	24.8979	1
7.91234E+03	10	3.33482599258423	8.29384E+00	1.14952E-01	3.91358E-02	1.21431E-01	18.8014	0
6.26052E+03	10	3.33482599258423	9.86847E+00	1.13994E-01	3.05009E-02	1.18004E-01	14.9796	0
4.95354E+03	10	3.33482599258423	1.15091E+01	1.13380E-01	2.42208E-02	1.15938E-01	12.0585	0
3.91941E+03	10	3.33482599258423	1.32147E+01	1.13078E-01	1.89075E-02	1.14648E-01	9.49249	0
3.10117E+03	10	3.33482599258423	1.50138E+01	1.12873E-01	1.48000E-02	1.13839E-01	7.47008	0
2.45375E+03	10	3.33482599258423	1.69545E+01	1.12804E-01	1.14687E-02	1.13386E-01	5.80527	0
1.94149E+03	10	3.33482599258423	1.85704E+01	1.12813E-01	8.98581E-03	1.13171E-01	4.55411	0
1.53618E+03	10	3.33482599258423	2.03319E+01	1.12862E-01	6.83695E-03	1.13069E-01	3.46664	0
1.21547E+03	10	3.33482599258423	2.22288E+01	1.12941E-01	5.21510E-03	1.13062E-01	2.64378	0
9.61725E+02	10	3.33482599258423	2.37252E+01	1.13544E-01	4.09755E-03	1.13618E-01	2.06678	0
7.60950E+02	10	3.33482599258423	2.53619E+01	1.13628E-01	3.03599E-03	1.13668E-01	1.5305	0
6.02090E+02	10	3.33482599258423	2.71413E+01	1.13792E-01	2.21889E-03	1.13814E-01	1.1171	0
4.76394E+02	10	3.33482599258423	2.91355E+01	1.13863E-01	1.57372E-03	1.13874E-01	0.791841	0
3.76939E+02	10	3.33482599258423	3.13948E+01	1.14014E-01	1.00567E-03	1.14018E-01	0.505372	0
2.98247E+02	10	3.33482599258423	3.39221E+01	1.14115E-01	5.97561E-04	1.14116E-01	0.300026	0
2.35983E+02	10	3.33482599258423	3.74735E+01	1.15139E-01	2.71281E-04	1.15140E-01	0.134995	0
1.86718E+02	10	3.33482599258423	4.08685E+01	1.15249E-01	-6.52265E-06	1.15249E-01	-0.00324272	0
1.47738E+02	10	3.33482599258423	4.40580E+01	1.15465E-01	-2.65654E-04	1.15465E-01	-0.131822	0
1.16895E+02	10	3.33482599258423	4.78741E+01	1.15680E-01	-5.16609E-04	1.15681E-01	-0.255873	0
9.24915E+01	10	3.33482599258423	4.93467E+01	1.15526E-01	-2.84840E-04	1.15526E-01	-0.141268	0
7.31824E+01	10	3.33482599258423	5.08700E+01	1.15704E-01	-3.55298E-04	1.15704E-01	-0.175941	0
