Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.29894137382507	6.72585E+00	1.16881E-01	4.64002E-02	1.25754E-01	21.6525	0
7.91234E+03	10	3.29894137382507	8.27724E+00	1.17019E-01	3.61913E-02	1.22487E-01	17.1857	0
6.26052E+03	10	3.29894137382507	9.85625E+00	1.17138E-01	2.79446E-02	1.20425E-01	13.4177	0
4.95354E+03	10	3.29894137382507	1.14944E+01	1.17417E-01	2.19838E-02	1.19458E-01	10.6046	0
3.91941E+03	10	3.29894137382507	1.31911E+01	1.17665E-01	1.68827E-02	1.18870E-01	8.16513	0
3.10117E+03	10	3.29894137382507	1.50035E+01	1.17972E-01	1.28948E-02	1.18675E-01	6.23788	0
2.45375E+03	10	3.29894137382507	1.69275E+01	1.18220E-01	9.67730E-03	1.18616E-01	4.67969	0
1.94149E+03	10	3.29894137382507	1.85441E+01	1.18437E-01	7.27875E-03	1.18661E-01	3.51677	0
1.53618E+03	10	3.29894137382507	2.03104E+01	1.18751E-01	5.24365E-03	1.18866E-01	2.52836	0
1.21547E+03	10	3.29894137382507	2.22265E+01	1.19055E-01	3.63382E-03	1.19110E-01	1.74826	0
9.61725E+02	10	3.29894137382507	2.37263E+01	1.19360E-01	2.36450E-03	1.19383E-01	1.13487	0
7.60950E+02	10	3.29894137382507	2.53780E+01	1.19594E-01	1.35960E-03	1.19602E-01	0.651339	0
6.02090E+02	10	3.29894137382507	2.71409E+01	1.19891E-01	5.37205E-04	1.19892E-01	0.256729	0
4.76394E+02	10	3.29894137382507	2.91088E+01	1.20157E-01	-1.65299E-04	1.20157E-01	-0.0788215	0
3.76939E+02	10	3.29894137382507	3.13585E+01	1.20476E-01	-6.88656E-04	1.20478E-01	-0.327507	0
2.98247E+02	10	3.29894137382507	3.39087E+01	1.20775E-01	-1.15558E-03	1.20780E-01	-0.548194	0
2.35983E+02	10	3.29894137382507	3.74758E+01	1.21983E-01	-1.52481E-03	1.21992E-01	-0.71617	0
1.86718E+02	10	3.29894137382507	4.08587E+01	1.22303E-01	-1.86209E-03	1.22317E-01	-0.872272	0
1.47738E+02	10	3.29894137382507	4.40757E+01	1.22703E-01	-2.14406E-03	1.22722E-01	-1.00106	0
1.16895E+02	10	3.29894137382507	4.78749E+01	1.23121E-01	-2.37846E-03	1.23144E-01	-1.10671	0
9.24915E+01	10	3.29894137382507	4.93420E+01	1.23449E-01	-2.47499E-03	1.23473E-01	-1.14856	0
7.31824E+01	10	3.29894137382507	5.08428E+01	1.23932E-01	-2.56651E-03	1.23958E-01	-1.18637	0
5.79045E+01	10	3.29894137382507	5.25535E+01	1.24401E-01	-2.63481E-03	1.24428E-01	-1.21335	0
4.58160E+01	10	3.29894137382507	5.35720E+01	1.24857E-01	-2.61650E-03	1.24884E-01	-1.20052	0
3.62512E+01	10	3.29894137382507	5.46070E+01	1.25349E-01	-2.61104E-03	1.25376E-01	-1.19331	0
2.86832E+01	10	3.29894137382507	5.58238E+01	1.25571E-01	-2.72034E-03	1.25601E-01	-1.24104	0
2.26951E+01	10	3.29894137382507	5.70245E+01	1.26127E-01	-2.63899E-03	1.26154E-01	-1.19864	0
1.79572E+01	10	3.29894137382507	5.83215E+01	1.26508E-01	-2.51983E-03	1.26533E-01	-1.14108	0
1.42083E+01	10	3.29894137382507	5.97257E+01	1.26849E-01	-2.47516E-03	1.26873E-01	-1.11785	0
1.12421E+01	10	3.29894137382507	6.13081E+01	1.27217E-01	-2.29326E-03	1.27238E-01	-1.03272	0
8.89514E+00	10	3.29894137382507	6.24922E+01	1.27527E-01	-2.25413E-03	1.27547E-01	-1.01264	0
7.03814E+00	10	3.29894137382507	6.37913E+01	1.27851E-01	-2.20725E-03	1.27870E-01	-0.989071	0
5.56882E+00	10	3.29894137382507	6.52077E+01	1.28162E-01	-2.10008E-03	1.28179E-01	-0.938771	0
4.40624E+00	10	3.29894137382507	6.67382E+01	1.28424E-01	-1.94487E-03	1.28438E-01	-0.867631	0
3.48637E+00	10	3.29894137382507	6.84876E+01	1.28721E-01	-1.99002E-03	1.28736E-01	-0.885718	0
2.75853E+00	10	3.29894137382507	7.04585E+01	1.28968E-01	-1.82986E-03	1.28981E-01	-0.812887	0
2.18265E+00	10	3.29894137382507	7.27647E+01	1.29200E-01	-1.69968E-03	1.29211E-01	-0.753706	0
1.72698E+00	10	3.29894137382507	7.54221E+01	1.29393E-01	-1.66516E-03	1.29404E-01	-0.737297	0
1.36645E+00	10	3.29894137382507	7.85858E+01	1.29574E-01	-1.61510E-03	1.29584E-01	-0.714137	0
1.08118E+00	10	3.29894137382507	8.23520E+01	1.29768E-01	-1.64434E-03	1.29778E-01	-0.72598	0
