Freq(Hz)	Ampl(mV)	Bias(V)	Time(Sec)	Z'(Ohm.cm²)	Z''(Ohm.cm²)	|Z|(Ohm.cm²)	Phase	Range
1.00000E+04	10	3.2711865901947	6.34446E+00	1.18180E-01	4.58258E-02	1.26753E-01	21.1945	0
7.91234E+03	10	3.2711865901947	7.87603E+00	1.18345E-01	3.55485E-02	1.23569E-01	16.7192	0
6.26052E+03	10	3.2711865901947	9.46223E+00	1.18656E-01	2.72349E-02	1.21741E-01	12.9271	0
4.95354E+03	10	3.2711865901947	1.11110E+01	1.19096E-01	2.11981E-02	1.20968E-01	10.0925	0
3.91941E+03	10	3.2711865901947	1.28270E+01	1.19441E-01	1.61032E-02	1.20522E-01	7.6784	0
3.10117E+03	10	3.2711865901947	1.46441E+01	1.19894E-01	1.21240E-02	1.20505E-01	5.77428	0
2.45375E+03	10	3.2711865901947	1.65276E+01	1.20301E-01	8.89565E-03	1.20629E-01	4.22904	0
1.94149E+03	10	3.2711865901947	1.81585E+01	1.20663E-01	6.47050E-03	1.20836E-01	3.06952	0
1.53618E+03	10	3.2711865901947	1.99290E+01	1.21122E-01	4.40931E-03	1.21202E-01	2.08487	0
1.21547E+03	10	3.2711865901947	2.18440E+01	1.21598E-01	2.81575E-03	1.21630E-01	1.32652	0
9.61725E+02	10	3.2711865901947	2.33270E+01	1.21992E-01	1.56414E-03	1.22002E-01	0.734589	0
7.60950E+02	10	3.2711865901947	2.49432E+01	1.22420E-01	5.06976E-04	1.22421E-01	0.237277	0
6.02090E+02	10	3.2711865901947	2.67252E+01	1.22876E-01	-3.42849E-04	1.22877E-01	-0.159866	0
4.76394E+02	10	3.2711865901947	2.87093E+01	1.23341E-01	-1.02525E-03	1.23345E-01	-0.476251	0
3.76939E+02	10	3.2711865901947	3.09734E+01	1.23833E-01	-1.63199E-03	1.23844E-01	-0.755051	0
2.98247E+02	10	3.2711865901947	3.35112E+01	1.24335E-01	-2.13070E-03	1.24353E-01	-0.981772	0
2.35983E+02	10	3.2711865901947	3.70583E+01	1.25786E-01	-2.54547E-03	1.25812E-01	-1.15931	0
1.86718E+02	10	3.2711865901947	4.04596E+01	1.26347E-01	-2.93305E-03	1.26381E-01	-1.32984	0
1.47738E+02	10	3.2711865901947	4.36587E+01	1.26953E-01	-3.28397E-03	1.26996E-01	-1.48177	0
1.16895E+02	10	3.2711865901947	4.74585E+01	1.27574E-01	-3.59322E-03	1.27625E-01	-1.61335	0
9.24915E+01	10	3.2711865901947	4.89231E+01	1.28103E-01	-3.74713E-03	1.28158E-01	-1.67548	0
7.31824E+01	10	3.2711865901947	5.04571E+01	1.28789E-01	-3.87576E-03	1.28847E-01	-1.72373	0
5.79045E+01	10	3.2711865901947	5.21578E+01	1.29484E-01	-4.03537E-03	1.29547E-01	-1.78504	0
4.58160E+01	10	3.2711865901947	5.31427E+01	1.30215E-01	-4.15674E-03	1.30282E-01	-1.82838	0
3.62512E+01	10	3.2711865901947	5.41922E+01	1.30924E-01	-4.11180E-03	1.30988E-01	-1.79884	0
